sampleId	population	group	froh_genome	n_roh_genome	het_rate_chr22	rare_burden_chr22	rare_missense_chr22	stat_pc1	stat_pc2	stat_pc3	umap1	umap2	drift_inbreeding_score	functional_burden_score	diversity_score
HG00419	CHS	East_Asian	0.007715	14	0.033841	1487	17	-0.9508	-0.2621	0.0005	10.8741	6.7144	0.2934	-0.536	-0.3038
HG00420	UNKNOWN		0.007568	15	0.032139	1537	19	-1.0204	-0.206	0.3167	10.8921	6.3569	0.4291	-0.3854	-0.4482
HG00421	CHS	East_Asian	0.008526	17	0.030054	1425	14	-1.6066	-0.278	0.1144	10.7658	4.6655	0.6504	-0.7585	-0.6743
HG00422	CHS	East_Asian	0.007149	15	0.03442	1537	18	-0.8459	-0.1723	0.0151	10.5436	6.5813	0.253	-0.4539	-0.228
HG00423	UNKNOWN		0.007434	12	0.034751	1455	16	-0.853	-0.401	-0.1541	11.1048	7.184	0.1788	-0.6133	-0.211
HG00427	UNKNOWN		0.006021	13	0.032388	1597	17	-0.9634	-0.4526	0.1295	11.4103	6.5898	0.3174	-0.506	-0.359
HG00428	CHS	East_Asian	0.008991	17	0.032122	1549	23	-0.9214	0.1157	0.6333	8.5908	6.3989	0.52	-0.108	-0.5113
HG00429	UNKNOWN		0.006392	14	0.033187	1497	10	-1.3243	-0.5648	-0.5124	12.6547	5.0953	0.2939	-1.0129	-0.3044
HG00436	CHS	East_Asian	0.009517	21	0.033911	1455	25	-0.8471	0.4952	0.6243	7.8162	6.2999	0.4923	0.0034	-0.3757
HG00437	CHS	East_Asian	0.005021	12	0.031896	1399	16	-1.0879	-0.6611	0.1395	11.7955	6.6285	0.2975	-0.6285	-0.3594
HG00438	UNKNOWN		0.003032	7	0.033313	1477	15	-0.7488	-1.0379	-0.0666	14.0857	10.5774	0.0272	-0.6758	-0.1477
HG00442	CHS	East_Asian	0.012092	25	0.031582	1350	16	-1.7602	0.5139	0.1	8.8423	3.8065	0.8273	-0.6419	-0.6935
HG00443	CHS	East_Asian	0.007997	13	0.033858	1426	16	-0.9979	-0.348	-0.0685	11.0435	6.8352	0.2818	-0.6212	-0.3145
HG00444	UNKNOWN		0.008855	21	0.031073	1412	17	-1.5144	0.1071	0.2476	9.3503	4.989	0.6704	-0.5565	-0.5983
HG00445	CHS	East_Asian	0.008647	20	0.031935	1473	24	-1.0188	0.2837	0.7361	7.9182	6.5091	0.5819	-0.0602	-0.513
HG00446	CHS	East_Asian	0.00541	11	0.031921	1460	18	-0.9338	-0.6272	0.294	11.7827	6.8573	0.289	-0.4749	-0.374
HG00447	UNKNOWN		0.00836	16	0.032099	1490	23	-0.8997	0.0052	0.653	8.6385	6.5714	0.4796	-0.1241	-0.486
HG00448	CHS	East_Asian	0.008081	16	0.034545	1359	11	-1.3178	-0.2945	-0.5487	11.953	4.5327	0.2966	-0.982	-0.2573
HG00449	CHS	East_Asian	0.011666	21	0.032904	1507	20	-1.2188	0.4467	0.2921	8.575	5.2352	0.6381	-0.325	-0.5579
HG00450	UNKNOWN		0.007895	17	0.034238	1555	14	-1.1414	-0.1273	-0.3123	11.0842	5.2877	0.3321	-0.723	-0.2764
HG00451	CHS	East_Asian	0.006626	15	0.031761	1571	23	-0.8195	-0.1513	0.68	8.7173	6.8485	0.4232	-0.102	-0.4408
HG00452	CHS	East_Asian	0.00667	14	0.031561	1470	18	-1.0976	-0.384	0.3097	11.4193	6.4913	0.4187	-0.4721	-0.4604
HG00453	UNKNOWN		0.007843	17	0.03193	1505	12	-1.4783	-0.287	-0.2451	11.3019	4.5391	0.4938	-0.8737	-0.4785
HG00457	CHS	East_Asian	0.008172	19	0.031207	1441	27	-0.9059	0.2482	1.0662	7.6534	7.0404	0.5968	0.1366	-0.5569
HG00458	CHS	East_Asian	0.005449	12	0.029927	1471	13	-1.4005	-0.7833	0.0668	12.4821	6.0866	0.4518	-0.8145	-0.5523
HG00459	UNKNOWN		0.00767	14	0.030501	1514	21	-1.0525	-0.27	0.6485	8.9882	6.7308	0.5284	-0.2546	-0.5976
HG00463	CHS	East_Asian	0.011685	21	0.032148	1400	18	-1.4368	0.338	0.2201	8.9971	4.9018	0.6923	-0.4912	-0.6257
HG00464	CHS	East_Asian	0.008155	18	0.029948	1447	12	-1.7321	-0.2962	-0.0481	10.708	4.3498	0.6652	-0.8895	-0.6676
HG00465	UNKNOWN		0.003647	8	0.028954	1505	13	-1.2946	-1.16	0.1774	16.3885	9.8747	0.3775	-0.8052	-0.5603
HG00472	CHS	East_Asian	0.007907	18	0.032158	1500	18	-1.197	-0.0406	0.2249	9.8592	5.4653	0.5	-0.464	-0.4611
HG00473	CHS	East_Asian	0.021942	17	0.030442	1371	20	-1.6169	0.6744	0.5422	9.2106	5.3672	1.0877	-0.3621	-1.221
HG00474	UNKNOWN		0.011014	24	0.029928	1436	20	-1.6181	0.4625	0.5816	8.5154	4.7422	0.8869	-0.3444	-0.7932
HG00475	CHS	East_Asian	0.009195	19	0.030216	1480	21	-1.3046	0.1034	0.6557	9.1058	5.7923	0.7024	-0.2639	-0.6889
HG00476	CHS	East_Asian	0.006181	13	0.03012	1469	18	-1.1869	-0.528	0.4549	11.7339	6.6739	0.4837	-0.4724	-0.5669
HG00477	UNKNOWN		0.005548	13	0.033868	1423	14	-1.039	-0.5478	-0.2268	11.9582	5.9937	0.1962	-0.759	-0.2075
HG00478	CHS	East_Asian	0.010239	21	0.030708	1583	18	-1.4568	0.2386	0.3289	9.1615	5.0032	0.7442	-0.4413	-0.6906
HG00479	CHS	East_Asian	0.008391	17	0.032051	1445	12	-1.5065	-0.2635	-0.2471	11.2753	4.5394	0.5042	-0.8901	-0.4915
HG00480	UNKNOWN		0.006644	12	0.029765	1623	16	-1.2282	-0.6009	0.2979	12.1421	6.4856	0.5047	-0.5675	-0.6184
HG00500	CHS	East_Asian	0.008296	16	0.028679	1336	15	-1.6848	-0.3943	0.3517	10.8114	4.9102	0.7196	-0.7142	-0.786
HG00501	UNKNOWN		0.004849	11	0.032987	1657	17	-0.7832	-0.6061	0.0728	11.6743	6.9895	0.194	-0.4897	-0.2553
HG00502	UNKNOWN		0.007767	17	0.032159	1426	13	-1.44	-0.2704	-0.1694	11.2676	4.5827	0.4749	-0.8267	-0.455
HG00512	UNKNOWN		0.004661	10	0.033146	1639	17	-0.737	-0.6754	0.0659	11.9025	7.6539	0.1561	-0.4946	-0.2331
HG00513	CHS	East_Asian	0.009482	20	0.031805	1382	27	-0.9419	0.3948	1.0112	7.6477	6.8752	0.62	0.1205	-0.5606
HG00514	UNKNOWN		0.008614	19	0.032175	1436	25	-0.9273	0.2514	0.8071	7.7743	6.8064	0.5436	-0.0018	-0.4903
HG00524	CHS	East_Asian	0.00528	11	0.03225	1540	23	-0.6159	-0.4598	0.6605	9.2932	8.7599	0.2611	-0.1105	-0.3392
HG00525	CHS	East_Asian	0.027674	27	0.022617	1290	26	-2.5737	1.4712	1.747	5.7378	3.6775	2.0426	0.0269	-2.1622
HG00526	UNKNOWN		0.006216	14	0.031491	1527	18	-1.0682	-0.4007	0.3071	11.379	6.5293	0.408	-0.4566	-0.447
HG00530	CHS	East_Asian	0.008444	18	0.032551	1446	12	-1.4952	-0.1806	-0.3	11.2056	4.3779	0.4909	-0.8898	-0.4496
HG00531	CHS	East_Asian	0.006807	15	0.029708	1547	29	-0.7287	-0.0498	1.3778	7.7456	8.0183	0.5749	0.3025	-0.6304
HG00532	UNKNOWN		0.011533	23	0.031336	1428	14	-1.7654	0.3094	-0.0457	9.6472	3.6493	0.7849	-0.7577	-0.691
HG00533	CHS	East_Asian	0.007202	16	0.035134	1462	16	-0.9474	-0.1555	-0.2095	10.6296	5.9897	0.2244	-0.6114	-0.167
HG00534	CHS	East_Asian	0.007853	17	0.032438	1457	30	-0.5569	0.246	1.2019	7.5533	7.4195	0.4581	0.3465	-0.434
HG00535	UNKNOWN		0.007908	17	0.032731	1477	14	-1.3176	-0.2006	-0.1521	11.148	4.7681	0.4393	-0.7443	-0.4105
HG00536	CHS	East_Asian	0.006863	13	0.032883	1370	10	-1.3852	-0.637	-0.456	12.7727	5.136	0.3115	-1.0475	-0.3517
HG00537	CHS	East_Asian	0.002792	7	0.03283	1534	17	-0.6638	-0.9998	0.1352	13.5854	11.6625	0.0531	-0.5232	-0.1801
HG00538	UNKNOWN		0.002627	6	0.031203	1617	13	-0.9401	-1.2307	-0.049	15.592	10.6825	0.1424	-0.7746	-0.317
HG00542	CHS	East_Asian	0.002885	6	0.030764	1451	17	-0.8618	-1.1516	0.3546	14.4558	11.6712	0.1825	-0.5458	-0.3671
HG00543	CHS	East_Asian	0.00048	1	0.030209	1433	21	-0.4916	-1.5027	0.7715	14.2849	12.8717	0.0375	-0.2767	-0.3121
HG00544	UNKNOWN		0.002776	6	0.030152	1391	12	-1.1917	-1.3394	0.0123	16.2393	10.0802	0.222	-0.9048	-0.4165
HG00551	PUR	American	0.014951	17	0.034032	1290	26	-0.8498	0.5647	0.7278	7.9347	6.611	0.5912	0.0269	-0.6003
HG00552	UNKNOWN		0.006395	12	0.0365	1267	17	-0.697	-0.4053	-0.2016	11.2915	7.6971	0.0189	-0.596	-0.0112
HG00553	PUR	American	0.010271	16	0.043217	2203	29	0.7106	0.8658	-0.0655	9.7071	9.405	-0.2418	0.4814	0.4157
HG00554	PUR	American	0.007691	18	0.036932	1254	15	-1.0012	-0.0107	-0.4366	10.2356	5.7213	0.1544	-0.7366	-0.029
HG00555	UNKNOWN		0.006824	13	0.04201	2113	23	0.4462	0.245	-0.4039	10.2441	9.4659	-0.3363	0.0458	0.4582
HG00556	CHS	East_Asian	0.00428	10	0.032926	1487	33	-0.0198	-0.273	1.4387	7.973	9.2424	0.1584	0.5603	-0.236
HG00557	CHS	East_Asian	0.003811	7	0.030048	1373	23	-0.722	-0.907	0.9269	10.5434	9.042	0.2855	-0.156	-0.4706
HG00558	UNKNOWN		0.001788	4	0.030828	1517	20	-0.5818	-1.2327	0.5959	14.0096	12.8492	0.0996	-0.3223	-0.3139
HG00559	CHS	East_Asian	0.002509	6	0.02898	1446	28	-0.4755	-0.9226	1.4375	10.6245	13.2536	0.2958	0.2065	-0.5088
HG00560	CHS	East_Asian	0.001825	4	0.033056	1513	24	-0.1763	-1.0302	0.7119	11.0022	12.8349	-0.057	-0.0493	-0.1182
HG00561	UNKNOWN		0.002107	5	0.029846	1499	21	-0.6746	-1.1658	0.7714	13.9252	12.768	0.2004	-0.2587	-0.4147
HG00565	CHS	East_Asian	0.002443	6	0.030976	1420	15	-0.9445	-1.2338	0.1761	14.9023	11.2184	0.1522	-0.6913	-0.3292
HG00566	CHS	East_Asian	0.003197	8	0.028505	1320	18	-1.1588	-1.0972	0.6703	14.7448	11.8689	0.3937	-0.513	-0.5806
HG00567	UNKNOWN		0.003219	8	0.029599	1378	14	-1.23	-1.1581	0.2231	16.3632	9.8927	0.3169	-0.7713	-0.4847
HG00577	UNKNOWN		0.001923	4	0.032945	1574	23	-0.212	-1.0448	0.6281	11.1032	12.8067	-0.0458	-0.1012	-0.1323
HG00578	UNKNOWN		0.001355	3	0.034628	1644	18	-0.2234	-1.2046	0.0455	12.9784	11.4597	-0.2048	-0.4247	0.0413
HG00579	UNKNOWN		0.000902	2	0.031942	1497	16	-0.5941	-1.4833	0.1732	14.822	11.7361	-0.0505	-0.6018	-0.1769
HG00580	CHS	East_Asian	0.002765	5	0.031968	1381	23	-0.4436	-1.0139	0.752	11.145	12.9816	0.0728	-0.1538	-0.2552
HG00581	CHS	East_Asian	0.003033	6	0.034396	1621	21	-0.2506	-0.8521	0.3017	11.6999	11.1833	-0.0697	-0.2254	-0.0519
HG00582	UNKNOWN		0.001088	1	0.032963	1528	22	-0.156	-1.3133	0.5683	12.1771	12.9663	-0.1365	-0.1823	-0.0945
HG00583	CHS	East_Asian	0.002668	5	0.030474	1447	21	-0.6519	-1.1205	0.7188	13.8974	12.784	0.1753	-0.2729	-0.3833
HG00584	CHS	East_Asian	0.001625	3	0.031693	1611	15	-0.6691	-1.3951	0.0865	15.0286	11.6467	0.0124	-0.6392	-0.2303
HG00585	UNKNOWN		0.002749	6	0.02956	1464	13	-1.1647	-1.3189	0.1383	16.3225	10.0606	0.263	-0.8164	-0.4677
HG00589	CHS	East_Asian	0.003881	9	0.031176	1493	10	-1.2808	-1.0908	-0.2878	13.532	6.416	0.2484	-1.014	-0.3737
HG00590	CHS	East_Asian	0.000845	2	0.032733	1402	15	-0.6101	-1.5058	0.0324	14.6283	11.3981	-0.1085	-0.6962	-0.1044
HG00591	UNKNOWN		0.002157	5	0.029565	1504	8	-1.3464	-1.5505	-0.2765	16.2147	10.2437	0.222	-1.148	-0.4417
HG00592	CHS	East_Asian	0.003612	9	0.033099	1286	14	-0.9861	-0.9609	-0.103	13.47	7.2812	0.1028	-0.7964	-0.1918
HG00593	CHS	East_Asian	0.001453	3	0.032616	1435	19	-0.4569	-1.2911	0.3616	13.5939	12.1137	-0.059	-0.4132	-0.141
HG00594	UNKNOWN		0.000826	2	0.03174	1467	12	-0.8234	-1.6181	-0.1318	15.5542	10.7177	-0.0388	-0.8841	-0.1914
HG00595	CHS	East_Asian	0.00046	1	0.028595	1298	18	-0.8512	-1.6814	0.7051	14.8958	12.4844	0.1511	-0.519	-0.4541
HG00596	CHS	East_Asian	0.00156	3	0.031118	1420	21	-0.5073	-1.2871	0.674	13.9454	12.9206	0.0509	-0.2802	-0.2783
HG00597	UNKNOWN		0.002006	5	0.031415	1416	21	-0.5614	-1.1294	0.6358	13.833	12.7964	0.0857	-0.2813	-0.2713
HG00598	CHS	East_Asian	0.002641	6	0.031822	1389	24	-0.4358	-0.9351	0.8431	11.0396	13.08	0.099	-0.0831	-0.2628
HG00599	CHS	East_Asian	0.000724	2	0.031216	1301	14	-0.8438	-1.6211	0.1157	15.4232	11.2459	-0.0052	-0.7923	-0.2334
HG00607	CHS	East_Asian	0.000826	2	0.034425	1476	21	-0.1199	-1.2521	0.3508	11.9982	12.255	-0.229	-0.2649	0.0463
HG00608	CHS	East_Asian	0.000799	2	0.029687	1325	18	-0.7797	-1.5538	0.5891	14.8439	12.5027	0.1057	-0.5117	-0.3721
HG00609	UNKNOWN		0.000503	1	0.032125	1408	14	-0.6713	-1.6372	0.0129	15.1243	11.227	-0.0974	-0.7631	-0.1434
HG00610	CHS	East_Asian	0.001061	3	0.033245	1497	25	-0.0629	-1.1021	0.786	10.8551	12.8299	-0.1171	0.0148	-0.0684
HG00611	CHS	East_Asian	0.004877	9	0.033363	1534	21	-0.5344	-0.6214	0.399	10.0138	8.7522	0.128	-0.2491	-0.2232
HG00612	UNKNOWN		0.000381	1	0.030304	1494	18	-0.6026	-1.5791	0.5032	14.764	12.5396	0.0273	-0.4656	-0.2994
HG00613	CHS	East_Asian	0.002955	6	0.033514	1449	18	-0.5565	-1.0141	0.1718	13.4105	11.6615	-0.0099	-0.4779	-0.1266
HG00614	CHS	East_Asian	0.000382	1	0.034698	1521	19	-0.1285	-1.3766	0.1564	12.5861	12.0647	-0.2839	-0.3897	0.0897
HG00615	UNKNOWN		0.00385	5	0.033219	1509	23	-0.2958	-0.8762	0.6037	10.8928	12.4363	0.0218	-0.1189	-0.1915
HG00619	CHS	East_Asian	0.00171	4	0.029764	1314	8	-1.3659	-1.6699	-0.254	16.1689	10.2562	0.1722	-1.1998	-0.4048
HG00620	CHS	East_Asian	0.001152	3	0.030872	1534	15	-0.7688	-1.4701	0.1818	15.049	11.7006	0.0542	-0.6602	-0.2825
HG00621	UNKNOWN		0.001297	3	0.029213	1494	9	-1.244	-1.708	-0.1466	16.1081	10.415	0.1768	-1.0823	-0.4357
HG00622	CHS	East_Asian	0.004877	9	0.031174	1456	33	-0.1775	-0.3726	1.6164	7.932	9.0092	0.283	0.5518	-0.417
HG00623	CHS	East_Asian	0.00326	4	0.030558	1239	24	-0.5659	-1.1009	1.0006	10.9691	13.1793	0.1697	-0.124	-0.4016
HG00625	CHS	East_Asian	0.004877	9	0.032298	1349	21	-0.7159	-0.7014	0.5369	10.1452	8.8186	0.2034	-0.2996	-0.3176
HG00626	CHS	East_Asian	0.001284	3	0.031281	1437	22	-0.4282	-1.2641	0.7385	13.7157	12.9863	0.0298	-0.2071	-0.2519
HG00627	UNKNOWN		0.001503	3	0.032943	1400	18	-0.4926	-1.3123	0.254	13.6454	11.9711	-0.0803	-0.4912	-0.1143
HG00628	CHS	East_Asian	0.004877	9	0.034295	1537	19	-0.545	-0.6434	0.1432	11.7383	8.8327	0.0619	-0.3854	-0.1407
HG00629	CHS	East_Asian	0.00042	1	0.031012	1310	17	-0.6678	-1.6181	0.3869	14.9442	12.1097	-0.0215	-0.5843	-0.2383
HG00630	UNKNOWN		0.001247	3	0.032361	1474	12	-0.8068	-1.5079	-0.1988	15.4401	10.6164	-0.048	-0.8822	-0.1547
HG00631	CHS	East_Asian	0.004877	9	0.031872	1373	16	-0.9939	-0.8579	0.1604	12.8446	6.8519	0.2336	-0.6356	-0.3552
HG00632	CHS	East_Asian	0.000354	1	0.031938	1297	17	-0.585	-1.5893	0.3002	14.5191	11.9509	-0.0894	-0.5878	-0.1535
HG00634	CHS	East_Asian	0.000439	1	0.032822	1358	22	-0.2286	-1.3924	0.6161	12.2437	12.9771	-0.149	-0.2286	-0.0789
HG00635	UNKNOWN		0.001154	2	0.034661	1530	27	0.2166	-1.0382	0.8124	10.2214	12.339	-0.2344	0.1609	0.053
HG00636	UNKNOWN		0.001871	3	0.032363	1445	25	-0.188	-1.1	0.8786	10.9876	13.033	-0.0265	0.0007	-0.1816
HG00637	PUR	American	0.006858	16	0.037908	1859	21	-0.2553	0.1604	-0.1384	9.5979	7.288	0.016	-0.1605	0.0935
HG00638	PUR	American	0.009317	15	0.039164	1735	18	-0.3654	0.1759	-0.4869	9.8127	7.0152	-0.008	-0.3999	0.0981
HG00639	UNKNOWN		0.007636	12	0.034037	1578	18	-0.7713	-0.3322	0.0562	10.9222	7.2985	0.2364	-0.4427	-0.283
HG00640	PUR	American	0.02286	21	0.036326	1239	17	-1.4329	1.0792	-0.2692	7.0553	4.1818	0.7835	-0.6036	-0.7397
HG00641	PUR	American	0.014973	26	0.036602	1775	13	-1.3547	0.9357	-0.7262	7.8554	3.6358	0.5916	-0.7316	-0.3736
HG00642	UNKNOWN		0.007987	14	0.036483	1387	11	-1.0518	-0.3415	-0.732	12.096	5.3668	0.1157	-0.9744	-0.0817
HG00650	CHS	East_Asian	0.000997	2	0.02955	1622	20	-0.567	-1.4261	0.7107	14.4578	12.7704	0.1223	-0.2937	-0.3928
HG00651	CHS	East_Asian	0.000818	2	0.03354	1497	28	0.1546	-1.0783	1.0105	10.2363	12.7898	-0.1666	0.2204	-0.0317
HG00652	UNKNOWN		0.000803	2	0.032473	1466	17	-0.5059	-1.4463	0.2108	14.4484	11.8457	-0.0915	-0.5417	-0.1256
HG00653	CHS	East_Asian	0.000423	1	0.032657	1397	15	-0.5745	-1.5948	0.0464	14.613	11.4418	-0.1379	-0.6976	-0.0928
HG00654	CHS	East_Asian	0.000752	2	0.029454	1312	19	-0.7565	-1.5391	0.6968	14.7915	12.5559	0.1206	-0.4467	-0.3907
HG00655	UNKNOWN		0.000847	2	0.031623	1426	24	-0.2563	-1.2812	0.8786	11.7232	13.2227	-0.0298	-0.073	-0.2028
HG00656	CHS	East_Asian	0.000834	2	0.030325	1451	19	-0.6154	-1.4714	0.5861	14.5947	12.6978	0.0617	-0.4088	-0.3171
HG00657	CHS	East_Asian	0.001818	4	0.033467	1463	18	-0.458	-1.2	0.1861	13.3988	11.7711	-0.0863	-0.474	-0.0816
HG00658	UNKNOWN		0.004877	9	0.031355	1413	15	-1.0745	-0.8982	0.1202	12.9286	6.694	0.2702	-0.6932	-0.4011
HG00662	CHS	East_Asian	0.000413	1	0.033239	1413	19	-0.3138	-1.4535	0.3177	12.9	12.4377	-0.1795	-0.4192	-0.0409
HG00663	CHS	East_Asian	0.000834	2	0.032011	1372	18	-0.5416	-1.4531	0.3556	14.25	12.0621	-0.0577	-0.4989	-0.1678
HG00664	UNKNOWN		0.00149	3	0.0318	1412	16	-0.6938	-1.4122	0.1969	14.8085	11.6675	0.0002	-0.625	-0.2149
HG00671	CHS	East_Asian	0.001406	3	0.029848	1493	20	-0.6404	-1.3579	0.7007	14.3748	12.7814	0.1355	-0.3288	-0.3841
HG00672	CHS	East_Asian	0.001639	3	0.033514	1475	22	-0.2103	-1.1504	0.5146	11.3974	12.6295	-0.1161	-0.1967	-0.0696
HG00673	UNKNOWN		0.004877	9	0.030924	1539	19	-0.8606	-0.7715	0.4684	10.7029	8.6639	0.3008	-0.3848	-0.4392
HG00674	CHS	East_Asian	0.004877	9	0.033731	1367	13	-0.9712	-0.8755	-0.2658	13.6062	7.2879	0.1019	-0.8428	-0.1906
HG00675	CHS	East_Asian	0.001451	3	0.031153	1274	31	-0.0685	-1.0324	1.5247	10.3804	13.1531	0.0447	0.3652	-0.2706
HG00683	CHS	East_Asian	0.002148	4	0.030381	1426	21	-0.6226	-1.2192	0.7378	13.9719	12.8242	0.1436	-0.2786	-0.369
HG00684	CHS	East_Asian	0.00096	2	0.030555	1451	31	-0.0001	-1.1066	1.5548	10.3499	13.1845	0.0498	0.4134	-0.3022
HG00685	UNKNOWN		0.002	5	0.030735	1434	17	-0.8161	-1.2682	0.3677	14.6309	11.8384	0.1337	-0.5505	-0.3313
HG00689	CHS	East_Asian	0.004877	9	0.03261	1406	23	-0.562	-0.6193	0.6612	9.8565	8.8782	0.1813	-0.147	-0.2899
HG00690	CHS	East_Asian	0.000363	1	0.030762	1407	16	-0.6969	-1.6393	0.3103	15.0782	12.0533	-0.0057	-0.6263	-0.2581
HG00691	UNKNOWN		0.001517	4	0.03329	1472	12	-0.7617	-1.3966	-0.2934	15.0132	10.0669	-0.0843	-0.8827	-0.0841
HG00692	CHS	East_Asian	0.001902	4	0.033665	1493	13	-0.6768	-1.3265	-0.2521	14.582	10.2419	-0.0975	-0.8085	-0.0676
HG00693	CHS	East_Asian	0.004877	9	0.031778	1481	11	-1.2037	-0.9839	-0.264	13.4271	6.4417	0.2402	-0.9488	-0.3636
HG00694	UNKNOWN		0.004877	9	0.031991	1624	13	-1.0213	-0.8871	-0.1464	13.2442	6.5538	0.2252	-0.7727	-0.3447
HG00698	CHS	East_Asian	0.000456	1	0.032606	1545	28	0.1315	-1.1854	1.0972	10.3173	12.8971	-0.1331	0.2335	-0.0988
HG00699	CHS	East_Asian	0.000808	1	0.032993	1412	20	-0.297	-1.4112	0.423	12.7563	12.5997	-0.1484	-0.3509	-0.0797
HG00700	UNKNOWN		0.004877	9	0.034433	1570	19	-0.5175	-0.6311	0.1236	11.7219	8.842	0.0522	-0.3764	-0.1285
HG00701	CHS	East_Asian	0.001358	3	0.032404	1413	15	-0.6832	-1.4257	0.0562	14.7762	11.3381	-0.0472	-0.6932	-0.1557
HG00702	UNKNOWN		0.004877	9	0.033504	1456	19	-0.6549	-0.6908	0.2349	11.7894	8.7165	0.118	-0.4074	-0.2107
HG00703	UNKNOWN		0.002061	5	0.032208	1434	15	-0.7787	-1.2666	0.0601	14.7536	11.0403	0.0314	-0.6875	-0.2035
HG00704	CHS	East_Asian	0.004877	9	0.030642	1352	31	-0.3727	-0.4732	1.5223	7.9356	8.8636	0.3208	0.3864	-0.4642
HG00705	CHS	East_Asian	0.001243	3	0.030851	1410	16	-0.7778	-1.463	0.2896	14.9779	11.7702	0.0588	-0.6255	-0.2882
HG00706	UNKNOWN		0.001423	3	0.030654	1431	12	-0.9903	-1.572	-0.0263	15.8457	10.7106	0.0791	-0.8939	-0.3135
HG00707	CHS	East_Asian	0.000553	1	0.031137	1459	17	-0.5937	-1.5739	0.3463	14.8867	12.0384	-0.0257	-0.5437	-0.2331
HG00708	CHS	East_Asian	0.001221	3	0.031561	1601	16	-0.6265	-1.3966	0.1849	14.9186	11.7805	0.0078	-0.5735	-0.2244
HG00709	UNKNOWN		0.001204	3	0.031506	1601	17	-0.5815	-1.3706	0.2729	14.8963	11.8101	0.0111	-0.5049	-0.2286
HG00717	CHS	East_Asian	0.000357	1	0.030154	1353	16	-0.7777	-1.6743	0.3793	15.0938	12.1112	0.0372	-0.6411	-0.3117
HG00728	CHS	East_Asian	0.001226	3	0.029622	1244	15	-1.0156	-1.5753	0.3571	15.356	11.7	0.1453	-0.7393	-0.3963
HG00729	CHS	East_Asian	0.000511	1	0.030508	1242	14	-0.8964	-1.7337	0.2004	15.5205	11.3952	0.0174	-0.8084	-0.2869
HG00731	PUR	American	0.010366	22	0.03519	1408	14	-1.3498	0.3239	-0.406	9.5772	4.244	0.4513	-0.7631	-0.2992
HG00732	PUR	American	0.019214	24	0.037292	1831	21	-0.8996	1.33	-0.1464	7.0685	4.5118	0.6494	-0.1682	-0.4963
HG00733	UNKNOWN		0.019848	23	0.035599	1270	8	-1.9324	0.7439	-0.9481	9.182	3.4691	0.771	-1.2118	-0.6737
HG00734	PUR	American	0.023455	28	0.039096	1627	17	-1.2596	1.7268	-0.6429	7.2161	3.8732	0.7493	-0.4979	-0.5202
HG00735	UNKNOWN		0.012382	15	0.035175	1256	12	-1.3225	-0.0756	-0.5161	11.0368	4.7814	0.3808	-0.9416	-0.3878
HG00736	PUR	American	0.006293	9	0.035465	1272	28	-0.1383	-0.3118	0.8197	8.8565	10.2886	0.0281	0.1591	-0.0984
HG00737	PUR	American	0.00686	14	0.037531	1530	7	-1.0623	-0.4524	-1.1874	12.0166	4.6536	0.0023	-1.2095	0.06
HG00738	UNKNOWN		0.007285	12	0.035594	1371	12	-1.0062	-0.5117	-0.5495	12.8395	7.0533	0.114	-0.9102	-0.13
HG00739	PUR	American	0.006331	15	0.03524	1450	24	-0.4893	-0.0324	0.4505	8.7523	7.6275	0.1665	-0.0665	-0.1199
HG00740	PUR	American	0.008739	14	0.035818	1501	25	-0.3858	0.1079	0.4648	8.5709	7.7617	0.1888	0.0159	-0.1731
HG00741	UNKNOWN		0.008386	13	0.03874	1536	16	-0.5004	-0.1159	-0.5619	10.266	6.9536	-0.0506	-0.5912	0.1009
HG00742	PUR	American	0.010165	20	0.036211	1551	15	-1.0669	0.2894	-0.4396	9.6457	4.9592	0.3316	-0.6556	-0.2
HG00743	PUR	American	0.014004	20	0.036947	1423	19	-0.9472	0.6282	-0.1676	8.5662	5.5543	0.4125	-0.4164	-0.3011
HG00759	CDX	East_Asian	0.010501	24	0.029446	1357	17	-1.835	0.3105	0.3968	8.8731	4.1758	0.9032	-0.5715	-0.8136
HG00766	CDX	East_Asian	0.006835	15	0.03079	1429	22	-1.0279	-0.2356	0.7174	8.717	6.7836	0.4993	-0.2092	-0.5359
HG00844	CDX	East_Asian	0.00689	15	0.028904	1304	20	-1.3608	-0.3891	0.7578	10.462	6.0781	0.6348	-0.3804	-0.7053
HG00851	CDX	East_Asian	0.014774	18	0.029487	1388	23	-1.413	0.3756	0.8963	9.1382	5.6761	0.9272	-0.1519	-0.9951
HG00864	CDX	East_Asian	0.01001	16	0.030826	1260	21	-1.2594	-0.0552	0.6492	9.1059	6.0372	0.6269	-0.3238	-0.6702
HG00867	CDX	East_Asian	0.006389	13	0.031076	1440	15	-1.2641	-0.573	0.1197	12.2527	6.0096	0.4232	-0.6859	-0.4912
HG00879	CDX	East_Asian	0.006625	10	0.032691	1332	18	-0.9122	-0.6157	0.2446	12.0177	7.1608	0.2563	-0.5098	-0.3584
HG00881	CDX	East_Asian	0.006464	14	0.032651	1448	24	-0.7017	-0.1846	0.7049	8.4511	8.111	0.3344	-0.067	-0.355
HG00956	CDX	East_Asian	0.00775	18	0.032847	1474	29	-0.5931	0.2909	1.0725	7.5425	7.2616	0.4459	0.2826	-0.3934
