sampleId	population	group	froh_genome	n_roh_genome	het_rate_chr22	rare_burden_chr22	rare_missense_chr22	stat_pc1	stat_pc2	stat_pc3	umap1	umap2	drift_inbreeding_score	functional_burden_score	diversity_score
NA19077	JPT	East_Asian	0.000795	2	0.033096	1262	20	-0.3879	-1.3793	0.4371	12.6773	12.5732	-0.1359	-0.3918	-0.0701
NA19078	JPT	East_Asian	0.001654	4	0.028334	1334	17	-1.0424	-1.4617	0.6239	15.0405	12.2917	0.2715	-0.5777	-0.5289
NA19079	JPT	East_Asian	0.002279	4	0.033887	1369	10	-0.8688	-1.4099	-0.499	15.0395	9.534	-0.1001	-1.0478	-0.0643
NA19080	JPT	East_Asian	0.001145	3	0.030756	1236	10	-1.1593	-1.6838	-0.1637	16.0323	10.4744	0.0621	-1.0841	-0.2924
NA19081	JPT	East_Asian	0.001608	4	0.031448	1319	16	-0.8054	-1.3779	0.2437	14.8659	11.5595	0.0494	-0.6503	-0.2512
NA19082	JPT	East_Asian	0.001196	3	0.029298	1265	11	-1.235	-1.7012	0.0541	16.1144	10.5428	0.1672	-1.0077	-0.4238
NA19083	JPT	East_Asian	0.000773	2	0.033608	1413	20	-0.2728	-1.3288	0.3591	12.65	12.5667	-0.173	-0.3506	-0.0238
NA19084	JPT	East_Asian	0.004877	9	0.032188	1320	21	-0.739	-0.7118	0.553	10.2113	8.7799	0.2112	-0.3075	-0.3273
NA19085	JPT	East_Asian	0.001793	4	0.033111	1341	14	-0.7434	-1.3573	-0.0869	14.6618	10.783	-0.062	-0.7814	-0.1119
NA19086	JPT	East_Asian	0.00158	4	0.034033	1348	20	-0.3504	-1.1585	0.3191	12.1939	11.9271	-0.1347	-0.3684	-0.0211
NA19087	JPT	East_Asian	0.00064	1	0.034578	1356	26	0.1295	-1.1979	0.7768	10.3281	12.3294	-0.2665	0.0449	0.0679
NA19088	JPT	East_Asian	0.000854	2	0.032299	1339	16	-0.6291	-1.5061	0.1689	14.5591	11.604	-0.0774	-0.6449	-0.1432
NA19089	JPT	East_Asian	0.004877	9	0.032732	1424	23	-0.5426	-0.6108	0.646	9.8119	8.9506	0.1727	-0.1421	-0.2791
NA19090	JPT	East_Asian	0.000368	1	0.032411	1403	28	0.0528	-1.2281	1.1431	10.3393	12.9978	-0.1224	0.1948	-0.1122
NA19091	JPT	East_Asian	0.002115	5	0.031979	1499	30	-0.027	-0.8223	1.3088	10.328	13.1224	0.0495	0.358	-0.2261
NA19092	YRI	African	0.005801	13	0.04534	3492	25	1.4901	0.6649	-0.8183	1.2928	9.0288	-0.6077	0.5588	0.7974
NA19093	YRI	African	0.005444	8	0.043876	3980	27	1.8494	0.4471	-0.5808	0.4999	8.8088	-0.6173	0.8288	0.6831
NA19094	UNKNOWN		0.003984	8	0.046038	3952	30	2.2242	0.5265	-0.5321	-0.2504	8.6987	-0.8211	1.0268	0.9379
NA19095	YRI	African	0.008202	14	0.0474	3263	33	1.8882	1.1265	-0.3246	-0.2481	7.146	-0.6503	1.0445	0.8758
NA19096	YRI	African	0.00751	6	0.046291	4224	33	2.502	0.7635	-0.3619	-1.0059	7.852	-0.7572	1.3065	0.8075
NA19097	UNKNOWN		0.006713	12	0.042873	3355	26	1.2608	0.5627	-0.4698	1.3437	9.0573	-0.4215	0.5899	0.5394
NA19098	YRI	African	0.003831	8	0.04534	4019	24	1.8935	0.3309	-0.9726	0.8012	9.1643	-0.7769	0.6339	0.8827
NA19099	YRI	African	0.004881	9	0.045208	3567	22	1.5226	0.2927	-1.047	1.3638	9.8282	-0.711	0.3736	0.8255
NA19100	UNKNOWN		0.001933	5	0.046482	3730	17	1.6751	-0.1824	-1.5873	1.2267	10.1968	-0.9842	0.0755	1.066
NA19101	UNKNOWN		0.004988	9	0.044157	3305	35	1.9524	0.5809	0.1777	-0.8918	8.1777	-0.6328	1.1929	0.7277
NA19102	YRI	African	0.004709	9	0.044388	3934	29	1.9595	0.5332	-0.4585	0.2223	8.4755	-0.6588	0.9533	0.7603
NA19103	UNKNOWN		0.002857	7	0.04486	3648	30	2.0414	0.2909	-0.3529	-0.4869	8.9177	-0.7969	0.9439	0.8823
NA19107	YRI	African	0.007778	16	0.043998	3437	25	1.1882	0.8982	-0.6975	1.3412	8.9843	-0.3835	0.5438	0.5929
NA19108	YRI	African	0.003393	7	0.044516	3365	25	1.6231	0.1031	-0.6808	0.7603	9.8875	-0.754	0.5241	0.8287
NA19109	UNKNOWN		0.002439	4	0.043527	3282	27	1.7202	-0.1313	-0.3881	0.2488	9.9205	-0.7775	0.6385	0.7824
NA19113	YRI	African	0.014312	15	0.04665	3297	36	1.8007	1.6059	-0.0337	-0.2763	6.3453	-0.3652	1.2593	0.5447
NA19114	YRI	African	0.004636	10	0.045001	3576	26	1.6772	0.4496	-0.702	1.069	8.9568	-0.6846	0.6502	0.8178
NA19115	UNKNOWN		0.003571	7	0.044888	3016	22	1.3508	-0.034	-0.8989	1.2286	9.8104	-0.7741	0.2234	0.8539
NA19116	YRI	African	0.002504	4	0.045282	3940	28	2.223	0.1087	-0.5998	-0.6346	9.7375	-0.8996	0.8864	0.935
NA19117	YRI	African	0.001319	3	0.04474	4130	25	2.1697	-0.0879	-0.8232	-0.328	10.4005	-0.9224	0.7327	0.9383
NA19118	YRI	African	0.003455	7	0.044817	3776	51	3.1237	0.9617	1.36	-2.4338	4.5853	-0.7731	2.4176	0.8526
NA19119	YRI	African	0.003924	8	0.04503	3241	41	2.3648	0.6529	0.6088	-1.7667	6.1204	-0.7518	1.5866	0.8512
NA19120	UNKNOWN		0.001768	4	0.042607	3247	28	1.6843	-0.1835	-0.2081	0.2058	9.8023	-0.7356	0.6975	0.7301
NA19121	YRI	African	0.003606	8	0.047174	4170	42	3.0325	0.9433	0.3095	-2.731	6.0798	-0.9146	1.9084	1.0548
NA19122	UNKNOWN		0.00241	5	0.044577	3412	43	2.6376	0.4606	0.8033	-1.9222	6.0975	-0.8327	1.7703	0.8766
NA19123	UNKNOWN		0.004708	8	0.04624	3522	34	2.2353	0.6007	-0.1419	-0.9992	8.3752	-0.8103	1.1836	0.9244
NA19127	UNKNOWN		0.002226	4	0.04526	4287	28	2.3804	0.1657	-0.6626	-0.803	9.7229	-0.9077	0.9811	0.9452
NA19128	UNKNOWN		0.002254	4	0.045376	3550	36	2.4638	0.2473	0.1266	-2.2649	8.8346	-0.9149	1.3283	0.9542
NA19129	YRI	African	0.004114	8	0.044307	3476	24	1.5505	0.1921	-0.7708	1.0982	9.8634	-0.6939	0.4859	0.7789
NA19130	YRI	African	0.003189	8	0.046441	3777	22	1.8062	0.2261	-1.1963	1.0545	9.7774	-0.8772	0.4309	1.008
NA19131	YRI	African	0.001452	3	0.045412	3508	34	2.4032	0.0745	-0.0272	-2.145	9.0438	-0.9654	1.1798	0.9921
NA19132	UNKNOWN		0.002528	6	0.045036	3572	21	1.6196	-0.0599	-1.0935	1.1155	10.153	-0.8409	0.3065	0.9122
NA19137	YRI	African	0.004084	9	0.044873	3726	30	1.9781	0.5004	-0.3815	-0.1036	8.5969	-0.7149	0.9651	0.8303
NA19138	YRI	African	0.003635	7	0.045495	3745	25	1.8765	0.2354	-0.8479	0.7276	9.6827	-0.8149	0.6277	0.9049
NA19139	UNKNOWN		0.000826	2	0.045857	3615	25	2.0943	-0.2442	-0.8276	-0.1858	10.5359	-1.0388	0.5923	1.0586
NA19140	UNKNOWN		0.006686	7	0.04686	4727	30	2.6127	0.8183	-0.7619	-0.4811	7.8944	-0.8059	1.238	0.8936
NA19141	YRI	African	0.005865	11	0.046687	4250	33	2.4162	0.9926	-0.4223	-0.2967	7.2294	-0.7413	1.3136	0.9139
NA19142	UNKNOWN		0.002224	4	0.042398	3942	25	1.8106	-0.1043	-0.5687	-0.2275	10.0728	-0.705	0.6814	0.6918
NA19143	YRI	African	0.001391	3	0.043881	3896	34	2.4318	0.0953	0.0473	-2.1778	8.9657	-0.8591	1.2856	0.8591
NA19144	YRI	African	0.000401	1	0.04856	4827	31	3.2251	0.2063	-0.8167	-2.0408	8.4083	-1.2652	1.3338	1.3163
NA19145	UNKNOWN		0.003921	8	0.046717	4636	32	2.6901	0.7526	-0.5617	-0.8068	7.6228	-0.8713	1.3503	1.0007
NA19146	YRI	African	0.00184	3	0.045818	3723	25	2.0792	-0.1034	-0.8518	-0.1173	10.4567	-0.9808	0.6217	1.0112
NA19147	YRI	African	0.003682	8	0.045909	3841	37	2.5185	0.6839	0.0807	-1.6655	7.0148	-0.8224	1.4761	0.9395
NA19148	UNKNOWN		0.002341	5	0.046622	3831	29	2.3196	0.2169	-0.6298	-0.7254	9.637	-0.9799	0.9252	1.0607
NA19149	YRI	African	0.005415	6	0.046468	3945	30	2.2967	0.5026	-0.5677	-0.436	8.846	-0.8424	1.0248	0.914
NA19150	UNKNOWN		0.000472	1	0.045758	3985	31	2.5896	-0.0758	-0.387	-1.3094	9.9533	-1.0643	1.1043	1.0652
NA19151	UNKNOWN		0.002483	5	0.044065	3466	27	1.8159	-0.0084	-0.4795	0.2944	9.9453	-0.7939	0.6887	0.8281
NA19152	YRI	African	0.004877	9	0.047323	4204	37	2.7477	0.9449	-0.1327	-1.9008	6.8022	-0.8609	1.5751	1.0129
NA19153	YRI	African	0.006507	13	0.044955	3764	44	2.5016	1.3013	0.7349	-1.4706	5.5405	-0.556	1.9347	0.7327
NA19154	UNKNOWN		0.000995	2	0.044373	4402	37	2.8943	0.2255	0.1574	-2.8043	7.7558	-0.9278	1.6291	0.9198
NA19159	YRI	African	0.001994	4	0.045292	4213	44	3.152	0.6029	0.6709	-3.2413	5.4851	-0.918	2.0572	0.958
NA19160	YRI	African	0.001551	3	0.045649	3933	35	2.66	0.209	-0.0483	-2.6084	8.2008	-0.9788	1.3642	1.0088
NA19161	UNKNOWN		0.00321	6	0.043688	3225	27	1.6222	0.0286	-0.404	0.4369	9.759	-0.7218	0.623	0.7632
NA19171	YRI	African	0.001311	3	0.044919	3742	31	2.3142	0.0102	-0.2714	-1.5478	9.5464	-0.9354	1.038	0.9546
NA19172	YRI	African	0.003552	6	0.045618	4358	43	3.0899	0.8285	0.5157	-2.8649	5.5743	-0.8467	2.0282	0.9194
NA19173	UNKNOWN		0.001247	3	0.045773	4197	37	2.8946	0.3105	0.0559	-2.8969	7.8471	-0.9981	1.5732	1.0329
NA19174	UNKNOWN		0.001096	2	0.046058	3648	25	2.1212	-0.2139	-0.8541	-0.2206	10.5632	-1.0437	0.6013	1.0647
NA19175	YRI	African	0.000742	2	0.045875	4190	28	2.5005	-0.0386	-0.6902	-1.0922	9.983	-1.043	0.9546	1.0638
NA19176	UNKNOWN		0.001803	4	0.043458	3782	31	2.1481	0.0522	-0.1438	-1.4103	9.4046	-0.7946	1.0489	0.8038
NA19177	UNKNOWN		0.001564	3	0.044405	4151	26	2.1914	-0.053	-0.713	-0.4038	10.2566	-0.8902	0.8069	0.8981
NA19184	YRI	African	0.001918	4	0.045501	3843	38	2.7121	0.3532	0.2253	-2.6585	7.9426	-0.9354	1.5452	0.9798
NA19185	YRI	African	0.001601	3	0.046731	4472	35	2.9977	0.3679	-0.255	-2.5438	7.989	-1.0537	1.5111	1.1024
NA19186	UNKNOWN		0.002111	4	0.0439	3323	30	1.9304	-0.04	-0.1831	-0.8106	9.3876	-0.8153	0.8553	0.8297
NA19189	YRI	African	0.004988	6	0.046124	3489	27	1.9246	0.2804	-0.6946	0.2264	9.4841	-0.8327	0.695	0.9019
NA19190	YRI	African	0.001877	4	0.044532	4288	26	2.2214	0.0599	-0.7566	-0.5047	10.0699	-0.8682	0.8443	0.8958
NA19191	UNKNOWN		0.002052	4	0.043482	3350	24	1.6061	-0.2281	-0.6434	0.5921	10.262	-0.7878	0.4515	0.7952
NA19197	YRI	African	0.001292	3	0.045955	3945	30	2.4516	0.0628	-0.4924	-1.1744	9.8748	-1.0095	1.0248	1.0471
NA19198	YRI	African	0.000927	2	0.045335	4099	37	2.8528	0.1938	0.1221	-2.9151	7.9862	-0.9984	1.5465	1.008
NA19199	UNKNOWN		0.000842	2	0.045984	4310	39	3.1082	0.3167	0.1849	-3.4151	6.6415	-1.0473	1.741	1.0692
NA19200	YRI	African	0.002564	5	0.045439	3700	28	2.0958	0.1277	-0.5741	-0.4739	9.7419	-0.8884	0.821	0.9463
NA19201	YRI	African	0.000977	2	0.04447	4165	48	3.3464	0.4975	1.1017	-3.1152	4.9795	-0.9353	2.3181	0.9292
NA19202	UNKNOWN		0.001951	4	0.044998	3610	30	2.1636	0.0537	-0.343	-1.1636	9.5524	-0.8986	0.9335	0.9338
NA19203	UNKNOWN		0.004877	9	0.045506	3852	14	1.2784	0.132	-1.7906	1.6559	9.9709	-0.7322	-0.0968	0.852
NA19204	YRI	African	0.001242	3	0.043724	4124	37	2.6703	0.2166	0.2675	-2.7309	7.6701	-0.8531	1.5533	0.8517
NA19205	UNKNOWN		0.001598	2	0.044284	3869	17	1.6422	-0.438	-1.3871	0.8807	10.457	-0.9007	0.1134	0.8859
NA19206	YRI	African	0.0021	4	0.046483	4146	31	2.5853	0.2622	-0.5057	-1.3323	9.4887	-0.9987	1.1482	1.0589
NA19207	YRI	African	0.001106	2	0.047814	4001	53	3.8337	0.7429	1.2225	-2.6894	4.3948	-1.1678	2.616	1.2198
NA19208	UNKNOWN		0.001157	2	0.045093	3597	39	2.7029	0.149	0.4051	-2.6486	8.4636	-0.9733	1.5466	0.9766
NA19209	YRI	African	0.000454	1	0.044726	3617	33	2.4305	-0.1365	-0.0524	-1.9349	9.3155	-0.9918	1.141	0.9745
NA19210	YRI	African	0.004877	9	0.045683	3774	37	2.4044	0.7908	0.1071	-1.53	6.8226	-0.7448	1.4578	0.8677
NA19211	UNKNOWN		0.001773	3	0.044309	3586	33	2.2766	0.0386	-0.0191	-1.8716	9.301	-0.8762	1.1325	0.8805
NA19213	YRI	African	0.004877	9	0.045352	3573	18	1.34	0.183	-1.3925	1.5753	9.9792	-0.7213	0.1012	0.8384
NA19214	YRI	African	0.004877	9	0.047117	3905	37	2.5967	0.8734	-0.0562	-1.617	6.7357	-0.8464	1.4936	0.9947
NA19215	UNKNOWN		0.000593	1	0.044753	3742	24	2.0372	-0.3624	-0.8225	0.1263	10.6192	-0.9889	0.5584	0.9709
NA19221	UNKNOWN		0.002123	5	0.046264	4474	38	3.022	0.5893	0.0271	-2.9228	6.6244	-0.9622	1.7172	1.0385
NA19222	YRI	African	0.003026	5	0.045964	4677	53	3.8074	1.1094	1.254	-2.5705	4.3518	-0.9096	2.8003	0.9727
NA19223	YRI	African	0.002318	4	0.045284	4023	28	2.2642	0.1157	-0.6151	-0.755	9.7379	-0.9062	0.9091	0.9432
NA19224	UNKNOWN		0.008208	4	0.045671	3762	31	2.1936	0.5021	-0.373	-0.6982	8.9463	-0.7295	1.0435	0.7224
NA19225	YRI	African	0.000837	2	0.045135	3743	45	3.0772	0.3376	0.87	-3.3227	5.5215	-0.9873	1.9975	0.9942
NA19226	UNKNOWN		0.000988	2	0.043232	3638	36	2.4011	-0.0102	0.3297	-2.449	8.7364	-0.8472	1.3523	0.8191
NA19235	YRI	African	0.002162	4	0.043944	4223	31	2.3794	0.1854	-0.2753	-1.2919	9.0009	-0.8166	1.1692	0.8313
NA19236	YRI	African	0.000355	1	0.045809	3552	34	2.5557	-0.0857	-0.0617	-2.1418	9.2118	-1.072	1.1918	1.0748
NA19237	UNKNOWN		0.002162	4	0.044721	3530	21	1.6499	-0.2233	-1.0452	0.8126	10.4708	-0.8717	0.295	0.9002
NA19238	YRI	African	0.000745	2	0.047036	3732	30	2.5071	-0.0336	-0.5504	-1.2684	9.8281	-1.1252	0.9668	1.1665
NA19239	YRI	African	0.000411	1	0.04574	3799	29	2.408	-0.1778	-0.5151	-1.0761	10.0301	-1.0652	0.9165	1.0662
NA19240	UNKNOWN		0.001114	2	0.044765	3699	29	2.2208	-0.135	-0.4085	-1.0108	9.9398	-0.9515	0.8893	0.9494
NA19247	YRI	African	0.000776	2	0.046342	4421	33	2.8938	0.1757	-0.366	-2.3617	8.2748	-1.0749	1.3602	1.1037
NA19248	YRI	African	0.000379	1	0.044422	4382	37	2.9396	0.1269	0.1627	-2.8531	7.7967	-0.9729	1.6236	0.9509
NA19249	UNKNOWN		0.004877	9	0.046531	4139	32	2.3961	0.7555	-0.4569	-0.5476	7.6506	-0.8048	1.2148	0.9428
NA19256	YRI	African	0.000895	2	0.04406	3392	32	2.1739	-0.1527	-0.0339	-1.6077	9.4349	-0.9092	1.0111	0.8965
NA19257	YRI	African	0.000771	2	0.044378	3528	26	1.9682	-0.2932	-0.5856	-0.1448	10.3271	-0.936	0.6371	0.93
NA19258	UNKNOWN		0.001595	2	0.04325	3641	27	1.9421	-0.2355	-0.418	-0.1881	10.188	-0.8275	0.7364	0.7945
NA19307	LWK	African	0.004505	9	0.043944	4827	40	2.863	1.0146	0.3245	-2.0846	6.0219	-0.6345	1.9505	0.7298
NA19308	LWK	African	0.002814	6	0.045403	3781	31	2.2365	0.3059	-0.3433	-0.7469	8.8527	-0.857	1.0487	0.9323
NA19309	LWK	African	0.004713	8	0.045279	4204	26	2.0475	0.477	-0.8391	0.641	8.8545	-0.742	0.8214	0.839
NA19310	LWK	African	0.007156	11	0.046358	4317	33	2.3839	1.0689	-0.4071	-0.2884	7.2318	-0.6732	1.3318	0.8288
NA19312	LWK	African	0.005219	8	0.046379	5137	46	3.5441	1.3284	0.5287	-2.3322	5.0974	-0.8024	2.4461	0.9145
NA19314	LWK	African	0.005877	11	0.043755	4783	38	2.624	1.1405	0.1729	-2.0138	6.1555	-0.5331	1.8015	0.6537
NA19315	LWK	African	0.006919	12	0.045191	4192	40	2.5383	1.2483	0.3037	-1.1906	5.9734	-0.5786	1.7774	0.7358
NA19316	LWK	African	0.007929	13	0.045713	4948	24	2.0657	1.0832	-1.219	0.3628	7.9086	-0.5604	0.8872	0.7382
NA19317	LWK	African	0.009309	16	0.044663	4764	33	2.1963	1.5274	-0.3568	-0.0012	6.861	-0.3776	1.4537	0.5855
NA19318	LWK	African	0.005333	10	0.045442	4348	47	3.0861	1.2817	0.8419	-2.1621	4.8799	-0.6917	2.2995	0.8266
NA19319	LWK	African	0.0068	5	0.043265	4405	20	1.703	0.207	-1.1714	0.8415	9.5535	-0.5877	0.4651	0.5704
NA19320	LWK	African	0.003644	8	0.046115	4904	46	3.4545	1.1778	0.603	-2.3607	5.0443	-0.8383	2.3826	0.9594
NA19321	LWK	African	0.005155	10	0.047077	4298	36	2.6749	1.0033	-0.2147	-1.6296	6.9177	-0.8137	1.5322	0.9792
NA19323	LWK	African	0.006147	11	0.043946	4054	32	2.0161	0.8336	-0.204	-0.1684	7.4569	-0.5373	1.1916	0.6589
NA19324	LWK	African	0.005088	11	0.04602	4391	33	2.4343	0.9524	-0.3822	-0.3356	7.3035	-0.721	1.352	0.8884
NA19327	LWK	African	0.004141	6	0.045659	4657	44	3.261	0.9569	0.5359	-2.7094	5.2933	-0.8292	2.1782	0.8975
NA19328	LWK	African	0.016421	14	0.047155	4526	26	1.8765	1.6575	-1.1433	0.3781	6.9405	-0.3481	0.9092	0.4981
NA19331	LWK	African	0.005547	11	0.04537	4530	40	2.7715	1.1872	0.2311	-1.8463	5.9391	-0.659	1.8695	0.811
NA19332	LWK	African	0.005549	8	0.044773	4361	38	2.6459	0.8883	0.1687	-1.7462	6.762	-0.6773	1.6864	0.7581
NA19334	LWK	African	0.00672	12	0.046599	4920	55	3.7417	1.8817	1.2697	-2.2804	4.597	-0.6852	3.0036	0.869
NA19338	LWK	African	0.003449	6	0.046891	4691	42	3.3087	0.913	0.2475	-2.7772	6.0587	-0.9404	2.0504	1.0365
NA19346	LWK	African	0.006634	12	0.045923	5299	51	3.6484	1.8154	0.933	-2.1982	4.7513	-0.6403	2.8329	0.8129
NA19347	LWK	African	0.005109	10	0.044732	4625	40	2.7988	1.0972	0.2804	-2.0499	5.9213	-0.6492	1.8954	0.7735
NA19350	LWK	African	0.005148	11	0.04475	4227	40	2.5894	1.076	0.3495	-1.516	5.9722	-0.6289	1.7869	0.7733
NA19351	LWK	African	0.007116	10	0.04424	4427	34	2.3189	0.9777	-0.1363	-0.9452	7.2624	-0.5448	1.4303	0.6429
NA19355	LWK	African	0.006371	13	0.047151	4724	37	2.7858	1.3782	-0.2368	-1.343	6.3703	-0.7162	1.7169	0.933
NA19360	LWK	African	0.004586	6	0.045599	5025	45	3.4565	1.0878	0.5534	-2.5112	5.1656	-0.8095	2.3471	0.8729
NA19372	LWK	African	0.010804	14	0.045486	5218	44	3.0542	1.9402	0.3908	-1.3416	5.4904	-0.4245	2.3312	0.5936
NA19374	LWK	African	0.005375	7	0.047528	4890	34	2.9775	0.9191	-0.5229	-1.7629	7.2092	-0.8986	1.5566	1.0095
NA19375	LWK	African	0.011457	10	0.046275	4503	29	2.1909	1.1768	-0.7733	0.2329	7.2552	-0.5385	1.1085	0.6351
NA19376	LWK	African	0.005141	10	0.045279	5258	34	2.8298	1.0803	-0.388	-1.0622	7.2653	-0.6868	1.6569	0.8205
NA19377	LWK	African	0.006034	7	0.044688	4252	24	1.9169	0.4222	-0.9559	0.7684	9.0128	-0.6746	0.6974	0.7295
NA19378	LWK	African	0.00367	8	0.047383	4701	28	2.5884	0.6611	-0.968	-0.3909	8.1515	-0.9272	1.0939	1.0705
NA19379	LWK	African	0.007211	13	0.044159	4165	32	1.9899	1.0482	-0.2576	0.093	7.1557	-0.4751	1.2219	0.6316
NA19380	LWK	African	0.004065	8	0.047816	4958	36	3.1306	0.9877	-0.3988	-2.1176	6.7803	-0.9442	1.7121	1.0918
NA19383	LWK	African	0.007425	11	0.047313	5032	45	3.3787	1.6221	0.3558	-2.1305	5.1564	-0.7316	2.349	0.9017
NA19384	LWK	African	0.005532	10	0.045249	3770	33	2.1125	0.7556	-0.1871	-0.5397	7.9433	-0.6711	1.1827	0.8009
NA19385	LWK	African	0.004741	8	0.045752	4887	38	2.9888	0.9911	-0.0229	-2.3053	6.4439	-0.7746	1.8298	0.8797
NA19390	LWK	African	0.002425	5	0.045697	4567	46	3.4002	0.8376	0.7242	-2.9467	5.0998	-0.9115	2.2907	0.9751
NA19391	LWK	African	0.00669	12	0.045437	4239	37	2.4383	1.1673	0.024	-1.0333	6.4457	-0.6039	1.5846	0.7674
NA19393	LWK	African	0.004458	10	0.044222	4776	40	2.8331	1.0723	0.303	-2.0912	5.9632	-0.6357	1.9366	0.7566
NA19394	LWK	African	0.004154	9	0.044961	4273	34	2.4246	0.7406	-0.1634	-1.0408	7.2609	-0.7187	1.3883	0.8351
NA19395	LWK	African	0.004885	7	0.044007	4448	56	3.5581	1.3019	1.7196	-2.4197	4.2855	-0.6662	2.9434	0.719
NA19397	LWK	African	0.009338	15	0.047988	4783	29	2.352	1.4829	-1.0075	0.1781	7.315	-0.6323	1.1848	0.8786
NA19399	LWK	African	0.009483	14	0.04709	4443	44	2.8951	1.76	0.3867	-1.0477	5.6143	-0.5839	2.1199	0.7928
NA19401	LWK	African	0.009738	13	0.045426	4310	30	2.0128	1.2152	-0.5803	0.3207	7.1574	-0.4774	1.1244	0.6344
NA19403	LWK	African	0.005422	11	0.045174	4830	33	2.5402	1.0329	-0.3847	-0.9751	7.2244	-0.6495	1.4717	0.7991
NA19404	LWK	African	0.005596	9	0.045019	4341	33	2.3756	0.8115	-0.2688	-0.8567	7.3533	-0.6728	1.3384	0.7777
NA19428	LWK	African	0.004779	8	0.045064	4932	71	4.5841	1.936	2.761	-2.3461	4.2536	-0.7245	4.1032	0.8171
NA19429	LWK	African	0.003171	7	0.044992	4394	37	2.7229	0.6766	0.0704	-1.8546	7.2889	-0.7953	1.6269	0.8804
NA19430	LWK	African	0.003288	7	0.048122	5603	39	3.6459	1.1185	-0.2959	-2.3016	6.4397	-1.013	2.0935	1.1525
NA19431	LWK	African	0.005199	10	0.046811	4720	33	2.6855	0.9983	-0.5168	-1.0423	7.3212	-0.7933	1.4417	0.9536
NA19434	LWK	African	0.006334	10	0.045869	4148	30	2.1688	0.8189	-0.5688	0.0006	7.7672	-0.6873	1.0802	0.8211
NA19435	LWK	African	0.008549	13	0.045831	4502	37	2.5119	1.4063	-0.0739	-0.9278	6.2541	-0.5473	1.6563	0.7218
NA19436	LWK	African	0.005896	10	0.043908	4506	31	2.2026	0.8242	-0.3634	-0.7558	7.3938	-0.5635	1.2463	0.6664
NA19437	LWK	African	0.005332	11	0.045658	4100	34	2.316	0.9197	-0.2103	-0.464	7.194	-0.6869	1.3412	0.8458
NA19438	LWK	African	0.005731	10	0.045887	4323	23	1.914	0.6185	-1.1801	0.7811	8.8576	-0.7094	0.6483	0.8488
NA19439	LWK	African	0.004272	7	0.043266	4183	31	2.1433	0.455	-0.222	-0.9996	8.8148	-0.6349	1.1583	0.6799
NA19440	LWK	African	0.006892	11	0.04425	4202	37	2.3406	1.0651	0.1494	-1.1542	6.6139	-0.5331	1.5745	0.6536
NA19443	LWK	African	0.005351	9	0.044536	3906	32	2.0948	0.6571	-0.2216	-0.4453	8.0281	-0.6471	1.1512	0.7456
NA19445	LWK	African	0.004543	7	0.047669	4783	39	3.2122	0.999	-0.1007	-2.41	6.4113	-0.9375	1.87	1.0581
NA19446	LWK	African	0.01122	18	0.045724	4081	29	1.6809	1.5377	-0.675	0.3595	7.0091	-0.3462	0.9934	0.5966
NA19448	LWK	African	0.008102	11	0.044355	4457	27	1.9365	0.9026	-0.7388	0.4274	7.6763	-0.4986	0.9589	0.6105
NA19449	LWK	African	0.002901	5	0.047784	5154	38	3.4455	0.8371	-0.2508	-2.2915	6.6012	-1.0429	1.9026	1.1394
NA19451	LWK	African	0.011357	16	0.048062	4451	42	2.7759	1.9702	0.1116	-0.8893	5.6735	-0.5474	1.985	0.7977
NA19452	LWK	African	0.00343	8	0.047384	3980	32	2.4756	0.6099	-0.5004	-1.168	8.4022	-0.9356	1.1714	1.081
NA19454	LWK	African	0.006755	11	0.046264	5366	52	3.7915	1.8181	0.9741	-2.186	4.7562	-0.6805	2.9196	0.8379
NA19455	LWK	African	0.00265	5	0.043756	4336	40	2.8125	0.5529	0.459	-2.5734	6.9231	-0.7662	1.8166	0.7935
NA19456	LWK	African	0.002336	5	0.043046	4539	44	3.0418	0.6672	0.8205	-2.8309	5.5338	-0.7268	2.146	0.7443
NA19457	LWK	African	0.007414	12	0.045802	4579	41	2.8039	1.4117	0.2526	-1.3703	5.8286	-0.6047	1.9514	0.7684
NA19461	LWK	African	0.005022	10	0.046423	4032	38	2.599	0.9721	0.0645	-1.4937	6.5965	-0.772	1.5967	0.9269
NA19462	LWK	African	0.006319	10	0.046927	4815	41	3.1093	1.3203	0.1114	-2.3435	6.0512	-0.7628	2.0157	0.9154
NA19463	LWK	African	0.004622	8	0.046261	4465	31	2.5055	0.7102	-0.57	-0.5269	7.7922	-0.8148	1.2351	0.9299
NA19466	LWK	African	0.00365	7	0.045707	4177	36	2.6333	0.6562	-0.0416	-1.8059	7.4057	-0.8294	1.4992	0.9229
NA19467	LWK	African	0.002954	5	0.045609	4582	25	2.3417	0.2574	-1.0066	-0.4476	9.5748	-0.887	0.8559	0.9445
NA19468	LWK	African	0.001314	3	0.046907	5503	48	4.1217	0.9557	0.6076	-2.6324	5.18	-1.0761	2.6829	1.1304
NA19471	LWK	African	0.002627	5	0.045209	4208	43	3.0423	0.6669	0.5909	-3.0889	5.5969	-0.8699	1.9873	0.9232
NA19472	LWK	African	0.00163	3	0.044273	3926	29	2.2275	-0.0149	-0.41	-1.0463	9.828	-0.8786	0.9511	0.8835
NA19473	LWK	African	0.003536	6	0.04438	4381	54	3.5312	1.1051	1.5396	-2.5587	4.2883	-0.7595	2.7881	0.8104
