sampleId	population	group	froh_genome	rare_missense_chr22	constrained_burden	divergent_burden	constrained_div_ratio	froh_quartile
HG03850	STU	South_Asian	0.01411	20.0	0.0	1.0	0.0	4
HG03851	STU	South_Asian	0.007414	15.0	0.0	0.0	0.0	3
HG03854	STU	South_Asian	0.057699	18.0	0.0	1.0	0.0	4
HG03856	STU	South_Asian	0.005001	16.0	1.0	1.0	0.5	3
HG03857	STU	South_Asian	0.004614	34.0	0.0	1.0	0.0	2
HG03858	STU	South_Asian	0.082703	22.0	0.0	1.0	0.0	4
HG03861	ITU	South_Asian	0.023152	16.0	0.0	0.0	0.0	4
HG03862	ITU	South_Asian	0.118736	28.0	0.0	0.0	0.0	4
HG03863	ITU	South_Asian	0.020488	17.0	0.0	1.0	0.0	4
HG03864	ITU	South_Asian	0.009556	15.0	0.0	2.0	0.0	4
HG03866	ITU	South_Asian	0.006526	35.0	0.0	0.0	0.0	3
HG03867	ITU	South_Asian	0.053298	9.0	0.0	0.0	0.0	4
HG03868	ITU	South_Asian	0.018249	17.0	0.0	2.0	0.0	4
HG03869	ITU	South_Asian	0.009466	17.0	0.0	0.0	0.0	4
HG03870	ITU	South_Asian	0.009867	23.0	0.0	2.0	0.0	4
HG03871	ITU	South_Asian	0.008791	12.0	0.0	0.0	0.0	4
HG03872	ITU	South_Asian	0.010759	17.0	0.0	0.0	0.0	4
HG03873	ITU	South_Asian	0.003775	23.0	0.0	1.0	0.0	2
HG03874	ITU	South_Asian	0.009001	16.0	0.0	1.0	0.0	4
HG03875	ITU	South_Asian	0.057157	11.0	0.0	1.0	0.0	4
HG03882	ITU	South_Asian	0.007131	17.0	0.0	2.0	0.0	3
HG03884	STU	South_Asian	0.045484	19.0	0.0	1.0	0.0	4
HG03885	STU	South_Asian	0.011446	22.0	0.0	4.0	0.0	4
HG03886	STU	South_Asian	0.005813	22.0	0.0	2.0	0.0	3
HG03887	STU	South_Asian	0.007709	17.0	1.0	0.0	1.0	3
HG03888	STU	South_Asian	0.00895	11.0	0.0	1.0	0.0	4
HG03890	STU	South_Asian	0.006537	32.0	0.0	1.0	0.0	3
HG03894	STU	South_Asian	0.021287	36.0	0.0	1.0	0.0	4
HG03895	STU	South_Asian	0.046413	20.0	0.0	1.0	0.0	4
HG03896	STU	South_Asian	0.062105	29.0	0.0	3.0	0.0	4
HG03897	STU	South_Asian	0.002681	20.0	1.0	3.0	0.25	2
HG03898	STU	South_Asian	0.029621	10.0	0.0	1.0	0.0	4
HG03899	STU	South_Asian	0.015637	19.0	2.0	0.0	2.0	4
HG03900	STU	South_Asian	0.027522	14.0	0.0	2.0	0.0	4
HG03902	BEB	South_Asian	0.003322	29.0	0.0	1.0	0.0	2
HG03904	UNKNOWN	Other	0.005547	19.0	0.0	3.0	0.0	3
HG03905	BEB	South_Asian	0.004572	19.0	0.0	2.0	0.0	2
HG03906	UNKNOWN	Other	0.005465	23.0	0.0	3.0	0.0	3
HG03907	BEB	South_Asian	0.017397	11.0	0.0	1.0	0.0	4
HG03908	BEB	South_Asian	0.003898	17.0	1.0	0.0	1.0	2
HG03909	UNKNOWN	Other	0.004185	17.0	1.0	1.0	0.5	2
HG03910	BEB	South_Asian	0.035499	14.0	1.0	1.0	0.5	4
HG03911	BEB	South_Asian	0.005916	17.0	0.0	2.0	0.0	3
HG03913	BEB	South_Asian	0.004284	24.0	0.0	1.0	0.0	2
HG03914	BEB	South_Asian	0.002266	25.0	0.0	0.0	0.0	1
HG03915	UNKNOWN	Other	0.003875	22.0	0.0	0.0	0.0	2
HG03916	BEB	South_Asian	0.007512	15.0	0.0	1.0	0.0	3
HG03917	BEB	South_Asian	0.006949	11.0	0.0	0.0	0.0	3
HG03919	BEB	South_Asian	0.006264	21.0	0.0	3.0	0.0	3
HG03920	BEB	South_Asian	0.007537	24.0	1.0	1.0	0.5	3
HG03922	BEB	South_Asian	0.008072	27.0	0.0	0.0	0.0	3
HG03925	BEB	South_Asian	0.011045	33.0	0.0	0.0	0.0	4
HG03926	BEB	South_Asian	0.005003	19.0	0.0	1.0	0.0	3
HG03927	UNKNOWN	Other	0.001571	16.0	0.0	0.0	0.0	1
HG03928	BEB	South_Asian	0.001552	20.0	0.0	2.0	0.0	1
HG03929	UNKNOWN	Other	0.003974	15.0	0.0	0.0	0.0	2
HG03930	UNKNOWN	Other	0.003528	19.0	0.0	1.0	0.0	2
HG03931	BEB	South_Asian	0.002395	15.0	0.0	1.0	0.0	2
HG03934	BEB	South_Asian	0.003148	24.0	1.0	0.0	1.0	2
HG03937	BEB	South_Asian	0.011509	22.0	0.0	1.0	0.0	4
HG03940	BEB	South_Asian	0.006899	14.0	0.0	0.0	0.0	3
HG03941	BEB	South_Asian	0.007292	29.0	0.0	3.0	0.0	3
HG03942	UNKNOWN	Other	0.004753	17.0	0.0	2.0	0.0	2
HG03943	STU	South_Asian	0.002688	31.0	0.0	0.0	0.0	2
HG03944	STU	South_Asian	0.015177	33.0	0.0	1.0	0.0	4
HG03945	STU	South_Asian	0.013705	22.0	0.0	5.0	0.0	4
HG03947	STU	South_Asian	0.000413	14.0	0.0	0.0	0.0	1
HG03949	STU	South_Asian	0.010386	18.0	0.0	0.0	0.0	4
HG03950	STU	South_Asian	0.002702	27.0	1.0	1.0	0.5	2
HG03951	STU	South_Asian	0.002357	11.0	1.0	1.0	0.5	1
HG03953	STU	South_Asian	0.001224	36.0	0.0	1.0	0.0	1
HG03955	STU	South_Asian	0.009068	24.0	0.0	1.0	0.0	4
HG03960	ITU	South_Asian	0.003615	18.0	0.0	1.0	0.0	2
HG03963	ITU	South_Asian	0.006617	21.0	1.0	0.0	1.0	3
HG03965	ITU	South_Asian	0.00493	29.0	0.0	2.0	0.0	3
HG03967	ITU	South_Asian	0.05134	11.0	1.0	0.0	1.0	4
HG03968	ITU	South_Asian	0.011127	20.0	2.0	1.0	1.0	4
HG03969	ITU	South_Asian	0.005484	19.0	0.0	1.0	0.0	3
HG03971	ITU	South_Asian	0.005584	16.0	0.0	1.0	0.0	3
HG03973	ITU	South_Asian	0.006814	26.0	0.0	2.0	0.0	3
HG03974	ITU	South_Asian	0.005592	22.0	0.0	0.0	0.0	3
HG03976	ITU	South_Asian	0.006282	22.0	0.0	1.0	0.0	3
HG03977	ITU	South_Asian	0.00544	17.0	1.0	0.0	1.0	3
HG03978	ITU	South_Asian	0.002606	18.0	0.0	2.0	0.0	2
HG03985	STU	South_Asian	0.014075	15.0	0.0	0.0	0.0	4
HG03986	STU	South_Asian	0.000408	19.0	0.0	1.0	0.0	1
HG03989	STU	South_Asian	0.008706	23.0	0.0	2.0	0.0	4
HG03990	STU	South_Asian	0.004877	19.0	0.0	5.0	0.0	2
HG03991	STU	South_Asian	0.003884	27.0	2.0	1.0	1.0	2
HG03992	UNKNOWN	Other	0.002593	27.0	0.0	0.0	0.0	2
HG03995	STU	South_Asian	0.004258	15.0	0.0	1.0	0.0	2
HG03998	STU	South_Asian	0.001349	23.0	0.0	1.0	0.0	1
HG03999	STU	South_Asian	0.00035	17.0	0.0	0.0	0.0	1
HG04001	ITU	South_Asian	0.004105	29.0	0.0	0.0	0.0	2
HG04002	ITU	South_Asian	0.005628	24.0	0.0	0.0	0.0	3
HG04003	STU	South_Asian	0.00165	22.0	0.0	3.0	0.0	1
HG04006	STU	South_Asian	0.000908	20.0	0.0	1.0	0.0	1
HG04014	ITU	South_Asian	0.00413	26.0	1.0	1.0	0.5	2
HG04015	ITU	South_Asian	0.008753	12.0	0.0	3.0	0.0	4
HG04017	ITU	South_Asian	0.017808	25.0	0.0	0.0	0.0	4
HG04018	ITU	South_Asian	0.006387	13.0	1.0	1.0	0.5	3
HG04019	ITU	South_Asian	0.002587	22.0	0.0	0.0	0.0	2
HG04020	ITU	South_Asian	0.009253	14.0	1.0	1.0	0.5	4
HG04022	ITU	South_Asian	0.002754	18.0	0.0	0.0	0.0	2
HG04023	ITU	South_Asian	0.011571	19.0	0.0	0.0	0.0	4
HG04025	ITU	South_Asian	0.01042	28.0	0.0	2.0	0.0	4
HG04026	ITU	South_Asian	0.01179	21.0	1.0	1.0	0.5	4
HG04029	STU	South_Asian	0.005168	24.0	0.0	2.0	0.0	3
HG04033	STU	South_Asian	0.000352	11.0	0.0	3.0	0.0	1
HG04035	STU	South_Asian	0.014388	19.0	0.0	0.0	0.0	4
HG04036	UNKNOWN	Other	0.000421	30.0	0.0	0.0	0.0	1
HG04038	STU	South_Asian	0.006358	38.0	1.0	3.0	0.25	3
HG04039	STU	South_Asian	0.000373	24.0	1.0	0.0	1.0	1
HG04042	STU	South_Asian	0.000853	16.0	0.0	2.0	0.0	1
HG04047	STU	South_Asian	0.001498	21.0	0.0	1.0	0.0	1
HG04054	ITU	South_Asian	0.004534	15.0	0.0	1.0	0.0	2
HG04056	ITU	South_Asian	0.059126	15.0	0.0	1.0	0.0	4
HG04059	ITU	South_Asian	0.001601	42.0	1.0	4.0	0.2	1
HG04060	ITU	South_Asian	0.003552	21.0	0.0	2.0	0.0	2
HG04061	ITU	South_Asian	0.002048	27.0	0.0	0.0	0.0	1
HG04062	ITU	South_Asian	0.000899	19.0	2.0	0.0	2.0	1
HG04063	ITU	South_Asian	0.003688	25.0	1.0	0.0	1.0	2
HG04070	ITU	South_Asian	0.052171	22.0	0.0	0.0	0.0	4
HG04075	STU	South_Asian	0.009783	22.0	0.0	3.0	0.0	4
HG04076	ITU	South_Asian	0.002706	19.0	1.0	2.0	0.3333	2
HG04080	ITU	South_Asian	0.004877	32.0	1.0	0.0	1.0	2
HG04090	ITU	South_Asian	0.002378	12.0	0.0	0.0	0.0	1
HG04093	ITU	South_Asian	0.001825	20.0	1.0	4.0	0.2	1
HG04094	ITU	South_Asian	0.005249	16.0	0.0	2.0	0.0	3
HG04096	ITU	South_Asian	0.011034	28.0	0.0	1.0	0.0	4
HG04098	ITU	South_Asian	0.001899	26.0	0.0	1.0	0.0	1
HG04099	STU	South_Asian	0.00038	16.0	0.0	0.0	0.0	1
HG04100	STU	South_Asian	0.000521	28.0	0.0	0.0	0.0	1
HG04106	STU	South_Asian	0.009244	15.0	0.0	3.0	0.0	4
HG04107	STU	South_Asian	0.005696	19.0	0.0	1.0	0.0	3
HG04115	UNKNOWN	Other	0.001181	32.0	0.0	3.0	0.0	1
HG04118	ITU	South_Asian	0.000403	19.0	0.0	0.0	0.0	1
HG04122	UNKNOWN	Other	0.002443	13.0	1.0	2.0	0.3333	2
HG04127	UNKNOWN	Other	0.001926	15.0	1.0	2.0	0.3333	1
HG04131	BEB	South_Asian	0.002385	19.0	0.0	0.0	0.0	1
HG04132	UNKNOWN	Other	0.002102	16.0	0.0	0.0	0.0	1
HG04133	UNKNOWN	Other	0.006255	18.0	0.0	0.0	0.0	3
HG04134	BEB	South_Asian	0.002424	15.0	0.0	1.0	0.0	2
HG04135	UNKNOWN	Other	0.002263	31.0	0.0	1.0	0.0	1
HG04136	UNKNOWN	Other	0.003557	20.0	0.0	2.0	0.0	2
HG04140	BEB	South_Asian	0.006311	32.0	0.0	0.0	0.0	3
HG04141	BEB	South_Asian	0.003538	24.0	0.0	1.0	0.0	2
HG04142	UNKNOWN	Other	0.000723	21.0	0.0	0.0	0.0	1
HG04144	BEB	South_Asian	0.001982	13.0	0.0	1.0	0.0	1
HG04146	BEB	South_Asian	0.003904	22.0	0.0	1.0	0.0	2
HG04147	UNKNOWN	Other	0.002214	26.0	1.0	2.0	0.3333	1
HG04148	UNKNOWN	Other	0.00224	18.0	0.0	1.0	0.0	1
HG04149	UNKNOWN	Other	0.001647	17.0	0.0	0.0	0.0	1
HG04150	UNKNOWN	Other	0.002845	20.0	0.0	2.0	0.0	2
HG04151	UNKNOWN	Other	0.00121	15.0	0.0	2.0	0.0	1
HG04152	BEB	South_Asian	0.018431	18.0	0.0	1.0	0.0	4
HG04153	BEB	South_Asian	0.004248	32.0	1.0	1.0	0.5	2
HG04155	BEB	South_Asian	0.001832	23.0	0.0	2.0	0.0	1
HG04156	BEB	South_Asian	0.001588	30.0	0.0	1.0	0.0	1
HG04157	UNKNOWN	Other	0.004877	15.0	0.0	2.0	0.0	2
HG04158	BEB	South_Asian	0.001628	26.0	0.0	0.0	0.0	1
HG04159	BEB	South_Asian	0.00036	35.0	1.0	1.0	0.5	1
HG04160	UNKNOWN	Other	0.004877	18.0	1.0	0.0	1.0	2
HG04161	BEB	South_Asian	0.001305	10.0	0.0	0.0	0.0	1
HG04162	BEB	South_Asian	0.000475	14.0	0.0	0.0	0.0	1
HG04164	BEB	South_Asian	0.001016	15.0	0.0	0.0	0.0	1
HG04171	BEB	South_Asian	0.002827	29.0	1.0	1.0	0.5	2
HG04173	BEB	South_Asian	0.001157	29.0	0.0	2.0	0.0	1
HG04174	UNKNOWN	Other	0.004877	27.0	0.0	1.0	0.0	2
HG04175	UNKNOWN	Other	0.004877	17.0	0.0	1.0	0.0	2
HG04176	BEB	South_Asian	0.001258	25.0	1.0	0.0	1.0	1
HG04177	BEB	South_Asian	0.001266	18.0	0.0	1.0	0.0	1
HG04180	BEB	South_Asian	0.001491	25.0	0.0	0.0	0.0	1
HG04182	BEB	South_Asian	0.001755	30.0	1.0	2.0	0.3333	1
HG04183	BEB	South_Asian	0.004877	13.0	0.0	1.0	0.0	2
HG04184	UNKNOWN	Other	0.000795	17.0	1.0	1.0	0.5	1
HG04185	BEB	South_Asian	0.00133	23.0	0.0	0.0	0.0	1
HG04186	BEB	South_Asian	0.002153	30.0	0.0	1.0	0.0	1
HG04187	UNKNOWN	Other	0.004877	27.0	0.0	0.0	0.0	2
HG04188	BEB	South_Asian	0.001083	17.0	0.0	1.0	0.0	1
HG04189	BEB	South_Asian	0.004877	22.0	2.0	0.0	2.0	2
HG04191	UNKNOWN	Other	0.002319	19.0	0.0	1.0	0.0	1
HG04192	UNKNOWN	Other	0.000382	25.0	0.0	1.0	0.0	1
HG04193	UNKNOWN	Other	0.017896	17.0	0.0	2.0	0.0	4
HG04194	BEB	South_Asian	0.000517	13.0	0.0	1.0	0.0	1
HG04195	BEB	South_Asian	0.000388	16.0	0.0	1.0	0.0	1
HG04198	ITU	South_Asian	0.001848	25.0	0.0	2.0	0.0	1
HG04199	UNKNOWN	Other	0.000396	16.0	0.0	0.0	0.0	1
HG04200	ITU	South_Asian	0.003352	26.0	0.0	2.0	0.0	2
HG04202	ITU	South_Asian	0.00644	15.0	0.0	2.0	0.0	3
HG04204	UNKNOWN	Other	0.000737	20.0	2.0	1.0	1.0	1
HG04206	ITU	South_Asian	0.006841	21.0	1.0	1.0	0.5	3
HG04209	ITU	South_Asian	0.010078	18.0	0.0	1.0	0.0	4
HG04210	STU	South_Asian	0.001293	15.0	0.0	0.0	0.0	1
HG04211	ITU	South_Asian	0.038436	16.0	0.0	2.0	0.0	4
HG04212	ITU	South_Asian	0.010606	22.0	0.0	1.0	0.0	4
HG04214	ITU	South_Asian	0.001715	24.0	0.0	1.0	0.0	1
HG04215	UNKNOWN	Other	0.000763	21.0	1.0	1.0	0.5	1
HG04216	ITU	South_Asian	0.000813	23.0	0.0	1.0	0.0	1
HG04217	UNKNOWN	Other	0.000538	22.0	0.0	3.0	0.0	1
HG04219	ITU	South_Asian	0.002465	17.0	0.0	1.0	0.0	2
HG04222	ITU	South_Asian	0.004877	23.0	0.0	2.0	0.0	2
HG04225	ITU	South_Asian	0.002639	12.0	0.0	0.0	0.0	2
HG04227	STU	South_Asian	0.001278	17.0	1.0	0.0	1.0	1
HG04228	UNKNOWN	Other	0.004877	22.0	0.0	1.0	0.0	2
HG04229	STU	South_Asian	0.004877	28.0	0.0	2.0	0.0	2
HG04235	ITU	South_Asian	0.00085	16.0	0.0	0.0	0.0	1
HG04238	ITU	South_Asian	0.000756	18.0	0.0	2.0	0.0	1
HG04239	ITU	South_Asian	0.004877	22.0	0.0	1.0	0.0	2
NA06984	CEU	European	0.00715	16.0	0.0	0.0	0.0	3
NA06985	CEU	European	0.00612	13.0	1.0	0.0	1.0	3
NA06986	CEU	European	0.009185	10.0	1.0	0.0	1.0	4
NA06989	CEU	European	0.01009	23.0	0.0	2.0	0.0	4
NA06991	UNKNOWN	Other	0.007597	11.0	1.0	0.0	1.0	3
NA06993	UNKNOWN	Other	0.009108	23.0	0.0	1.0	0.0	4
NA06994	CEU	European	0.005769	16.0	1.0	0.0	1.0	3
NA06995	UNKNOWN	Other	0.004656	19.0	0.0	0.0	0.0	2
NA06997	UNKNOWN	Other	0.010549	10.0	2.0	0.0	2.0	4
NA07000	CEU	European	0.004659	11.0	0.0	2.0	0.0	2
NA07014	UNKNOWN	Other	0.007457	13.0	0.0	0.0	0.0	3
NA07019	UNKNOWN	Other	0.005446	13.0	2.0	1.0	1.0	3
NA07022	UNKNOWN	Other	0.007849	20.0	1.0	2.0	0.3333	3
NA07029	UNKNOWN	Other	0.006361	6.0	1.0	0.0	1.0	3
NA07031	UNKNOWN	Other	0.007498	9.0	0.0	0.0	0.0	3
NA07034	UNKNOWN	Other	0.009447	11.0	0.0	0.0	0.0	4
NA07037	CEU	European	0.008366	20.0	0.0	0.0	0.0	3
NA07045	UNKNOWN	Other	0.005483	17.0	1.0	0.0	1.0	3
NA07048	CEU	European	0.006085	9.0	0.0	0.0	0.0	3
NA07051	CEU	European	0.010577	20.0	0.0	0.0	0.0	4
NA07055	UNKNOWN	Other	0.006072	22.0	0.0	1.0	0.0	3
NA07056	CEU	European	0.01218	16.0	1.0	1.0	0.5	4
NA07345	UNKNOWN	Other	0.008058	9.0	0.0	0.0	0.0	3
NA07346	UNKNOWN	Other	0.004143	16.0	0.0	1.0	0.0	2
NA07347	CEU	European	0.013803	16.0	0.0	0.0	0.0	4
NA07348	UNKNOWN	Other	0.004502	13.0	0.0	0.0	0.0	2
NA07349	UNKNOWN	Other	0.012074	12.0	0.0	1.0	0.0	4
NA07357	CEU	European	0.006756	24.0	0.0	0.0	0.0	3
NA07435	UNKNOWN	Other	0.007388	23.0	0.0	1.0	0.0	3
NA10830	UNKNOWN	Other	0.00707	9.0	0.0	0.0	0.0	3
NA10831	UNKNOWN	Other	0.008596	10.0	0.0	0.0	0.0	3
NA10835	UNKNOWN	Other	0.008993	11.0	0.0	0.0	0.0	4
NA10836	UNKNOWN	Other	0.003561	11.0	0.0	2.0	0.0	2
NA10837	UNKNOWN	Other	0.007213	15.0	0.0	0.0	0.0	3
NA10838	UNKNOWN	Other	0.006243	15.0	0.0	3.0	0.0	3
NA10839	UNKNOWN	Other	0.007216	16.0	1.0	2.0	0.3333	3
NA10840	UNKNOWN	Other	0.006312	17.0	0.0	1.0	0.0	3
NA10842	UNKNOWN	Other	0.007792	17.0	0.0	1.0	0.0	3
NA10843	UNKNOWN	Other	0.009197	13.0	0.0	2.0	0.0	4
NA10845	UNKNOWN	Other	0.007387	14.0	0.0	0.0	0.0	3
NA10846	UNKNOWN	Other	0.005797	17.0	1.0	2.0	0.3333	3
NA10847	CEU	European	0.005003	7.0	0.0	1.0	0.0	3
NA10851	CEU	European	0.012396	11.0	1.0	1.0	0.5	4
NA10852	UNKNOWN	Other	0.017728	6.0	0.0	0.0	0.0	4
NA10854	UNKNOWN	Other	0.009334	14.0	0.0	1.0	0.0	4
NA10855	UNKNOWN	Other	0.0088	16.0	0.0	1.0	0.0	4
NA10856	UNKNOWN	Other	0.006261	13.0	1.0	2.0	0.3333	3
NA10857	UNKNOWN	Other	0.005909	7.0	0.0	0.0	0.0	3
NA10859	UNKNOWN	Other	0.007681	8.0	0.0	2.0	0.0	3
NA10860	UNKNOWN	Other	0.006634	15.0	0.0	1.0	0.0	3
NA10861	UNKNOWN	Other	0.010283	8.0	0.0	1.0	0.0	4
NA10863	UNKNOWN	Other	0.007778	15.0	1.0	2.0	0.3333	3
NA10864	UNKNOWN	Other	0.007178	13.0	1.0	1.0	0.5	3
NA10865	UNKNOWN	Other	0.007975	18.0	0.0	2.0	0.0	3
NA11829	CEU	European	0.00858	30.0	0.0	2.0	0.0	3
NA11830	CEU	European	0.010138	20.0	1.0	0.0	1.0	4
NA11831	CEU	European	0.00868	14.0	0.0	1.0	0.0	4
NA11832	CEU	European	0.006641	16.0	0.0	1.0	0.0	3
NA11839	UNKNOWN	Other	0.005608	18.0	0.0	0.0	0.0	3
NA11840	CEU	European	0.006732	24.0	0.0	1.0	0.0	3
NA11843	CEU	European	0.003743	13.0	0.0	0.0	0.0	2
NA11881	CEU	European	0.007386	11.0	0.0	3.0	0.0	3
NA11882	UNKNOWN	Other	0.004986	19.0	0.0	0.0	0.0	3
NA11891	UNKNOWN	Other	0.008641	11.0	0.0	1.0	0.0	4
NA11892	CEU	European	0.00586	16.0	0.0	2.0	0.0	3
NA11893	CEU	European	0.003869	16.0	1.0	0.0	1.0	2
NA11894	CEU	European	0.005407	18.0	0.0	2.0	0.0	3
NA11917	UNKNOWN	Other	0.002981	27.0	0.0	0.0	0.0	2
NA11918	CEU	European	0.005609	22.0	1.0	2.0	0.3333	3
NA11919	CEU	European	0.005166	19.0	0.0	2.0	0.0	3
NA11920	CEU	European	0.005879	44.0	2.0	3.0	0.5	3
NA11930	CEU	European	0.001725	15.0	0.0	0.0	0.0	1
NA11931	CEU	European	0.004365	14.0	0.0	0.0	0.0	2
NA11932	CEU	European	0.001161	10.0	0.0	0.0	0.0	1
NA11933	CEU	European	0.002274	14.0	0.0	0.0	0.0	1
NA11992	CEU	European	0.003511	20.0	0.0	1.0	0.0	2
NA11993	UNKNOWN	Other	0.008379	10.0	0.0	0.0	0.0	3
NA11994	CEU	European	0.002133	15.0	0.0	1.0	0.0	1
NA11995	CEU	European	0.004045	28.0	0.0	1.0	0.0	2
NA12003	CEU	European	0.003991	18.0	0.0	0.0	0.0	2
NA12004	CEU	European	0.000795	11.0	1.0	3.0	0.25	1
NA12005	CEU	European	0.007096	21.0	1.0	1.0	0.5	3
NA12006	CEU	European	0.002326	18.0	0.0	3.0	0.0	1
NA12043	CEU	European	0.002427	13.0	0.0	0.0	0.0	2
NA12044	CEU	European	0.005561	10.0	0.0	0.0	0.0	3
NA12045	CEU	European	0.001943	12.0	0.0	0.0	0.0	1
NA12046	CEU	European	0.002568	16.0	0.0	1.0	0.0	2
NA12056	UNKNOWN	Other	0.002647	20.0	2.0	2.0	0.6667	2
NA12057	UNKNOWN	Other	0.001654	23.0	0.0	0.0	0.0	1
NA12058	CEU	European	0.002141	12.0	0.0	0.0	0.0	1
NA12144	CEU	European	0.004962	20.0	0.0	0.0	0.0	3
NA12145	UNKNOWN	Other	0.000831	15.0	1.0	2.0	0.3333	1
NA12146	UNKNOWN	Other	0.003482	16.0	0.0	1.0	0.0	2
NA12154	CEU	European	0.004877	20.0	0.0	0.0	0.0	2
NA12155	CEU	European	0.002481	9.0	0.0	0.0	0.0	2
NA12156	CEU	European	0.001342	24.0	0.0	0.0	0.0	1
NA12234	CEU	European	0.001936	10.0	0.0	1.0	0.0	1
NA12236	UNKNOWN	Other	0.004877	8.0	0.0	0.0	0.0	2
NA12239	UNKNOWN	Other	0.002751	10.0	0.0	0.0	0.0	2
NA12248	UNKNOWN	Other	0.00149	21.0	0.0	0.0	0.0	1
NA12249	CEU	European	0.001625	24.0	0.0	1.0	0.0	1
NA12264	UNKNOWN	Other	0.000835	17.0	1.0	1.0	0.5	1
NA12272	CEU	European	0.002879	18.0	0.0	0.0	0.0	2
NA12273	CEU	European	0.000357	19.0	0.0	1.0	0.0	1
NA12274	UNKNOWN	Other	0.00037	14.0	0.0	2.0	0.0	1
NA12275	CEU	European	0.000883	19.0	0.0	1.0	0.0	1
NA12282	CEU	European	0.000538	13.0	0.0	0.0	0.0	1
NA12283	CEU	European	0.002263	23.0	0.0	0.0	0.0	1
NA12286	CEU	European	0.001186	18.0	0.0	0.0	0.0	1
NA12287	CEU	European	0.00072	18.0	0.0	1.0	0.0	1
NA12329	UNKNOWN	Other	0.000715	17.0	0.0	1.0	0.0	1
NA12335	UNKNOWN	Other	0.000824	11.0	1.0	0.0	1.0	1
NA12336	UNKNOWN	Other	0.001906	9.0	0.0	0.0	0.0	1
NA12340	CEU	European	0.000448	23.0	1.0	1.0	0.5	1
NA12341	CEU	European	0.000491	24.0	0.0	1.0	0.0	1
NA12342	CEU	European	0.001266	15.0	0.0	0.0	0.0	1
NA12343	UNKNOWN	Other	0.001508	11.0	0.0	0.0	0.0	1
NA12344	UNKNOWN	Other	0.000949	13.0	0.0	1.0	0.0	1
NA12347	CEU	European	0.001215	18.0	0.0	0.0	0.0	1
NA12348	CEU	European	0.001329	22.0	0.0	1.0	0.0	1
NA12376	UNKNOWN	Other	0.002482	16.0	0.0	1.0	0.0	2
NA12383	CEU	European	0.00184	9.0	0.0	1.0	0.0	1
NA12386	UNKNOWN	Other	0.004877	24.0	0.0	0.0	0.0	2
NA12399	CEU	European	0.001616	23.0	0.0	0.0	0.0	1
NA12400	CEU	European	0.001286	21.0	0.0	0.0	0.0	1
NA12413	CEU	European	0.001759	21.0	0.0	1.0	0.0	1
NA12414	CEU	European	0.000874	14.0	0.0	0.0	0.0	1
NA12485	UNKNOWN	Other	0.002916	12.0	0.0	1.0	0.0	2
NA12489	CEU	European	0.001909	19.0	0.0	1.0	0.0	1
NA12546	CEU	European	0.001631	26.0	0.0	0.0	0.0	1
NA12707	UNKNOWN	Other	0.000411	12.0	1.0	0.0	1.0	1
NA12716	CEU	European	0.001452	15.0	1.0	0.0	1.0	1
NA12717	CEU	European	0.001641	15.0	0.0	0.0	0.0	1
NA12718	CEU	European	0.000453	16.0	0.0	0.0	0.0	1
NA12739	UNKNOWN	Other	0.000424	13.0	1.0	0.0	1.0	1
NA12740	UNKNOWN	Other	0.003756	16.0	1.0	1.0	0.5	2
NA12748	CEU	European	0.001685	12.0	0.0	0.0	0.0	1
NA12749	CEU	European	0.00114	17.0	1.0	0.0	1.0	1
NA12750	CEU	European	0.000372	15.0	1.0	1.0	0.5	1
NA12751	CEU	European	0.002038	24.0	1.0	0.0	1.0	1
NA12752	UNKNOWN	Other	0.001026	13.0	0.0	2.0	0.0	1
NA12753	UNKNOWN	Other	0.001745	15.0	0.0	0.0	0.0	1
NA12760	CEU	European	0.001263	15.0	0.0	1.0	0.0	1
NA12761	CEU	European	0.000454	11.0	0.0	2.0	0.0	1
NA12762	CEU	European	0.000516	19.0	1.0	1.0	0.5	1
NA12763	CEU	European	0.001076	21.0	0.0	0.0	0.0	1
NA12766	UNKNOWN	Other	0.000428	13.0	0.0	0.0	0.0	1
NA12767	UNKNOWN	Other	0.001316	16.0	0.0	0.0	0.0	1
NA12775	CEU	European	0.000945	16.0	0.0	0.0	0.0	1
NA12776	CEU	European	0.001502	21.0	0.0	0.0	0.0	1
NA12777	CEU	European	0.000531	22.0	1.0	0.0	1.0	1
NA12778	CEU	European	0.000874	15.0	0.0	0.0	0.0	1
NA12801	UNKNOWN	Other	0.001143	14.0	0.0	0.0	0.0	1
NA12802	UNKNOWN	Other	0.002154	11.0	0.0	0.0	0.0	1
NA12812	CEU	European	0.000949	19.0	1.0	0.0	1.0	1
NA12813	CEU	European	0.001224	21.0	1.0	0.0	1.0	1
NA12814	CEU	European	0.000392	18.0	0.0	1.0	0.0	1
NA12815	CEU	European	0.00051	18.0	0.0	0.0	0.0	1
NA12817	UNKNOWN	Other	0.000897	18.0	0.0	1.0	0.0	1
NA12818	UNKNOWN	Other	0.004877	13.0	0.0	0.0	0.0	2
NA12827	CEU	European	0.004877	20.0	0.0	2.0	0.0	2
NA12828	CEU	European	0.000464	16.0	0.0	1.0	0.0	1
NA12829	CEU	European	0.000751	19.0	0.0	0.0	0.0	1
NA12830	CEU	European	0.004877	18.0	1.0	2.0	0.3333	2
NA12832	UNKNOWN	Other	0.002295	15.0	1.0	0.0	1.0	1
