sampleId	population	group	froh_genome	rare_missense_chr22	constrained_burden	divergent_burden	constrained_div_ratio	froh_quartile
HG00096	GBR	European	0.009785	12.0	2.0	1.0	1.0	4
HG00097	GBR	European	0.008802	13.0	0.0	0.0	0.0	4
HG00099	GBR	European	0.008607	16.0	0.0	0.0	0.0	4
HG00100	GBR	European	0.00991	10.0	0.0	1.0	0.0	4
HG00101	GBR	European	0.012979	9.0	0.0	1.0	0.0	4
HG00102	GBR	European	0.015004	21.0	1.0	1.0	0.5	4
HG00103	GBR	European	0.011402	12.0	0.0	0.0	0.0	4
HG00105	GBR	European	0.009314	13.0	0.0	0.0	0.0	4
HG00106	GBR	European	0.006114	11.0	0.0	0.0	0.0	3
HG00107	GBR	European	0.012964	21.0	0.0	1.0	0.0	4
HG00108	GBR	European	0.012575	8.0	0.0	0.0	0.0	4
HG00109	GBR	European	0.009354	16.0	0.0	1.0	0.0	4
HG00110	GBR	European	0.035049	25.0	0.0	0.0	0.0	4
HG00111	GBR	European	0.019919	15.0	1.0	0.0	1.0	4
HG00112	GBR	European	0.018912	17.0	1.0	1.0	0.5	4
HG00113	GBR	European	0.009449	13.0	0.0	0.0	0.0	4
HG00114	GBR	European	0.018285	17.0	0.0	1.0	0.0	4
HG00115	GBR	European	0.005799	12.0	0.0	0.0	0.0	3
HG00116	GBR	European	0.009167	13.0	0.0	1.0	0.0	4
HG00117	GBR	European	0.03989	17.0	0.0	0.0	0.0	4
HG00118	GBR	European	0.008403	5.0	0.0	1.0	0.0	3
HG00119	GBR	European	0.0097	13.0	0.0	2.0	0.0	4
HG00120	GBR	European	0.012028	10.0	0.0	1.0	0.0	4
HG00121	GBR	European	0.016841	16.0	0.0	0.0	0.0	4
HG00122	GBR	European	0.003541	21.0	0.0	1.0	0.0	2
HG00123	GBR	European	0.009249	20.0	0.0	1.0	0.0	4
HG00125	GBR	European	0.010663	16.0	0.0	1.0	0.0	4
HG00126	GBR	European	0.006314	8.0	0.0	0.0	0.0	3
HG00127	GBR	European	0.015517	12.0	0.0	1.0	0.0	4
HG00128	GBR	European	0.009295	14.0	0.0	0.0	0.0	4
HG00129	GBR	European	0.010185	16.0	0.0	0.0	0.0	4
HG00130	GBR	European	0.006394	15.0	0.0	0.0	0.0	3
HG00131	GBR	European	0.009475	14.0	0.0	0.0	0.0	4
HG00132	GBR	European	0.013265	13.0	0.0	0.0	0.0	4
HG00133	GBR	European	0.008064	13.0	0.0	2.0	0.0	3
HG00136	GBR	European	0.010546	16.0	1.0	0.0	1.0	4
HG00137	GBR	European	0.008772	15.0	0.0	2.0	0.0	4
HG00138	GBR	European	0.006437	26.0	0.0	1.0	0.0	3
HG00139	GBR	European	0.008993	15.0	0.0	0.0	0.0	4
HG00140	GBR	European	0.007313	13.0	0.0	1.0	0.0	3
HG00141	GBR	European	0.007006	21.0	0.0	3.0	0.0	3
HG00142	GBR	European	0.006456	17.0	1.0	1.0	0.5	3
HG00143	GBR	European	0.00987	24.0	0.0	1.0	0.0	4
HG00145	GBR	European	0.007464	15.0	1.0	2.0	0.3333	3
HG00146	GBR	European	0.006551	16.0	0.0	0.0	0.0	3
HG00148	GBR	European	0.008552	13.0	0.0	1.0	0.0	3
HG00149	GBR	European	0.007369	29.0	1.0	0.0	1.0	3
HG00150	GBR	European	0.011484	9.0	1.0	1.0	0.5	4
HG00151	GBR	European	0.007406	11.0	0.0	1.0	0.0	3
HG00154	GBR	European	0.011078	13.0	0.0	0.0	0.0	4
HG00155	GBR	European	0.005663	20.0	1.0	0.0	1.0	3
HG00157	GBR	European	0.008972	22.0	0.0	1.0	0.0	4
HG00158	GBR	European	0.00481	9.0	0.0	0.0	0.0	2
HG00159	GBR	European	0.004439	12.0	2.0	0.0	2.0	2
HG00160	GBR	European	0.007088	16.0	0.0	0.0	0.0	3
HG00171	FIN	European	0.015261	10.0	0.0	0.0	0.0	4
HG00173	FIN	European	0.007569	25.0	0.0	1.0	0.0	3
HG00174	FIN	European	0.00795	24.0	0.0	0.0	0.0	3
HG00176	FIN	European	0.0117	31.0	0.0	2.0	0.0	4
HG00177	FIN	European	0.015847	17.0	0.0	2.0	0.0	4
HG00178	FIN	European	0.009024	12.0	0.0	2.0	0.0	4
HG00179	FIN	European	0.007272	22.0	0.0	1.0	0.0	3
HG00180	FIN	European	0.014919	16.0	1.0	0.0	1.0	4
HG00181	FIN	European	0.0054	10.0	0.0	0.0	0.0	3
HG00182	FIN	European	0.010199	23.0	0.0	1.0	0.0	4
HG00183	FIN	European	0.015789	21.0	0.0	0.0	0.0	4
HG00185	FIN	European	0.013639	20.0	0.0	1.0	0.0	4
HG00186	FIN	European	0.019928	19.0	0.0	0.0	0.0	4
HG00187	FIN	European	0.016534	21.0	1.0	0.0	1.0	4
HG00188	FIN	European	0.007277	20.0	0.0	1.0	0.0	3
HG00189	FIN	European	0.009919	18.0	0.0	0.0	0.0	4
HG00190	FIN	European	0.010091	12.0	0.0	0.0	0.0	4
HG00231	GBR	European	0.010403	9.0	0.0	1.0	0.0	4
HG00232	GBR	European	0.010203	11.0	0.0	0.0	0.0	4
HG00233	GBR	European	0.010003	17.0	1.0	1.0	0.5	4
HG00234	GBR	European	0.009147	10.0	0.0	0.0	0.0	4
HG00235	GBR	European	0.006602	19.0	0.0	0.0	0.0	3
HG00236	GBR	European	0.029006	11.0	0.0	0.0	0.0	4
HG00237	GBR	European	0.007612	13.0	1.0	0.0	1.0	3
HG00238	GBR	European	0.010175	20.0	0.0	0.0	0.0	4
HG00239	GBR	European	0.006524	6.0	0.0	0.0	0.0	3
HG00240	GBR	European	0.00216	11.0	0.0	0.0	0.0	1
HG00242	GBR	European	0.00343	22.0	0.0	2.0	0.0	2
HG00243	GBR	European	0.004532	14.0	0.0	1.0	0.0	2
HG00244	GBR	European	0.00347	18.0	0.0	0.0	0.0	2
HG00245	GBR	European	0.004613	17.0	0.0	1.0	0.0	2
HG00246	GBR	European	0.004132	9.0	0.0	1.0	0.0	2
HG00250	GBR	European	0.002821	14.0	1.0	0.0	1.0	2
HG00251	GBR	European	0.002831	11.0	0.0	0.0	0.0	2
HG00252	GBR	European	0.005666	17.0	0.0	0.0	0.0	3
HG00253	GBR	European	0.005746	14.0	0.0	0.0	0.0	3
HG00254	GBR	European	0.002205	16.0	0.0	0.0	0.0	1
HG00255	GBR	European	0.004785	18.0	0.0	0.0	0.0	2
HG00256	GBR	European	0.001144	10.0	0.0	0.0	0.0	1
HG00257	GBR	European	0.002681	11.0	0.0	0.0	0.0	2
HG00258	GBR	European	0.002927	11.0	0.0	0.0	0.0	2
HG00259	GBR	European	0.000879	18.0	0.0	1.0	0.0	1
HG00260	GBR	European	0.003397	20.0	0.0	1.0	0.0	2
HG00261	GBR	European	0.003	11.0	0.0	0.0	0.0	2
HG00262	GBR	European	0.002185	25.0	0.0	3.0	0.0	1
HG00263	GBR	European	0.000797	11.0	0.0	0.0	0.0	1
HG00264	GBR	European	0.002825	10.0	0.0	1.0	0.0	2
HG00265	GBR	European	0.002056	22.0	1.0	0.0	1.0	1
HG00266	FIN	European	0.01324	17.0	0.0	1.0	0.0	4
HG00267	FIN	European	0.011995	14.0	0.0	0.0	0.0	4
HG00268	FIN	European	0.008534	24.0	1.0	1.0	0.5	3
HG00269	FIN	European	0.01504	11.0	0.0	0.0	0.0	4
HG00271	FIN	European	0.022508	27.0	0.0	2.0	0.0	4
HG00272	FIN	European	0.02003	16.0	0.0	0.0	0.0	4
HG00273	FIN	European	0.011519	14.0	1.0	2.0	0.3333	4
HG00274	FIN	European	0.01206	19.0	0.0	1.0	0.0	4
HG00275	FIN	European	0.012715	10.0	0.0	0.0	0.0	4
HG00276	FIN	European	0.017556	24.0	0.0	1.0	0.0	4
HG00277	FIN	European	0.012011	17.0	2.0	1.0	1.0	4
HG00278	FIN	European	0.012232	11.0	0.0	0.0	0.0	4
HG00280	FIN	European	0.013209	20.0	0.0	1.0	0.0	4
HG00281	FIN	European	0.008213	17.0	0.0	0.0	0.0	3
HG00282	FIN	European	0.008287	18.0	0.0	1.0	0.0	3
HG00284	FIN	European	0.010965	16.0	0.0	1.0	0.0	4
HG00285	FIN	European	0.023568	27.0	1.0	5.0	0.1667	4
HG00288	FIN	European	0.012057	12.0	0.0	0.0	0.0	4
HG00290	FIN	European	0.017734	20.0	0.0	0.0	0.0	4
HG00304	FIN	European	0.014929	20.0	0.0	4.0	0.0	4
HG00306	FIN	European	0.00874	16.0	0.0	0.0	0.0	4
HG00308	FIN	European	0.014857	24.0	0.0	0.0	0.0	4
HG00309	FIN	European	0.016385	15.0	0.0	1.0	0.0	4
HG00310	FIN	European	0.012911	9.0	0.0	0.0	0.0	4
HG00311	FIN	European	0.011648	13.0	0.0	1.0	0.0	4
HG00313	FIN	European	0.013632	17.0	1.0	1.0	0.5	4
HG00315	FIN	European	0.007638	18.0	0.0	2.0	0.0	3
HG00318	FIN	European	0.007048	10.0	0.0	1.0	0.0	3
HG00319	FIN	European	0.012563	11.0	0.0	0.0	0.0	4
HG00320	FIN	European	0.015236	22.0	0.0	2.0	0.0	4
HG00321	FIN	European	0.017787	17.0	0.0	2.0	0.0	4
HG00323	FIN	European	0.022074	14.0	0.0	1.0	0.0	4
HG00324	FIN	European	0.036137	27.0	1.0	1.0	0.5	4
HG00325	FIN	European	0.018157	14.0	0.0	0.0	0.0	4
HG00326	FIN	European	0.014361	18.0	0.0	0.0	0.0	4
HG00327	FIN	European	0.014977	15.0	0.0	2.0	0.0	4
HG00328	FIN	European	0.014254	22.0	0.0	1.0	0.0	4
HG00329	FIN	European	0.014235	22.0	0.0	2.0	0.0	4
HG00330	FIN	European	0.008754	27.0	0.0	0.0	0.0	4
HG00331	FIN	European	0.010661	13.0	0.0	1.0	0.0	4
HG00332	FIN	European	0.009019	18.0	0.0	0.0	0.0	4
HG00334	FIN	European	0.005116	18.0	0.0	1.0	0.0	3
HG00335	FIN	European	0.007403	21.0	0.0	1.0	0.0	3
HG00336	FIN	European	0.005274	26.0	0.0	0.0	0.0	3
HG00337	FIN	European	0.002736	19.0	1.0	0.0	1.0	2
HG00338	FIN	European	0.006522	21.0	3.0	0.0	3.0	3
HG00339	FIN	European	0.008141	19.0	0.0	0.0	0.0	3
HG00341	FIN	European	0.005049	18.0	0.0	0.0	0.0	3
HG00342	FIN	European	0.012186	25.0	0.0	2.0	0.0	4
HG00343	FIN	European	0.003457	10.0	0.0	0.0	0.0	2
HG00344	FIN	European	0.004264	22.0	0.0	3.0	0.0	2
HG00345	FIN	European	0.001098	11.0	0.0	1.0	0.0	1
HG00346	FIN	European	0.008908	12.0	1.0	0.0	1.0	4
HG00349	FIN	European	0.0046	28.0	1.0	1.0	0.5	2
HG00350	FIN	European	0.00165	16.0	0.0	2.0	0.0	1
HG00351	FIN	European	0.005047	13.0	0.0	2.0	0.0	3
HG00353	FIN	European	0.003096	28.0	0.0	2.0	0.0	2
HG00355	FIN	European	0.004569	11.0	0.0	0.0	0.0	2
HG00356	FIN	European	0.003332	13.0	0.0	1.0	0.0	2
HG00357	FIN	European	0.002661	10.0	0.0	0.0	0.0	2
HG00358	FIN	European	0.006805	10.0	2.0	0.0	2.0	3
HG00360	FIN	European	0.001858	16.0	0.0	1.0	0.0	1
HG00361	FIN	European	0.004956	11.0	1.0	0.0	1.0	3
HG00362	FIN	European	0.002571	12.0	0.0	0.0	0.0	2
HG00364	FIN	European	0.0019	12.0	0.0	0.0	0.0	1
HG00365	FIN	European	0.004297	28.0	0.0	2.0	0.0	2
HG00366	FIN	European	0.003437	24.0	0.0	2.0	0.0	2
HG00367	FIN	European	0.001624	14.0	0.0	1.0	0.0	1
HG00368	FIN	European	0.005288	23.0	0.0	1.0	0.0	3
HG00369	FIN	European	0.001385	23.0	0.0	1.0	0.0	1
HG00371	FIN	European	0.00294	22.0	0.0	0.0	0.0	2
HG00372	FIN	European	0.002434	20.0	0.0	2.0	0.0	2
HG00373	FIN	European	0.004383	14.0	0.0	2.0	0.0	2
HG00375	FIN	European	0.003543	7.0	0.0	1.0	0.0	2
HG00376	FIN	European	0.001873	7.0	0.0	0.0	0.0	1
HG00378	FIN	European	0.000803	19.0	0.0	0.0	0.0	1
HG00379	FIN	European	0.002455	20.0	0.0	0.0	0.0	2
HG00380	FIN	European	0.002844	23.0	1.0	3.0	0.25	2
HG00381	FIN	European	0.002146	17.0	0.0	1.0	0.0	1
HG00382	FIN	European	0.005722	20.0	0.0	0.0	0.0	3
HG00383	FIN	European	0.007433	17.0	0.0	2.0	0.0	3
HG00384	FIN	European	0.001888	23.0	1.0	2.0	0.3333	1
HG00403	CHS	East_Asian	0.006997	14.0	0.0	1.0	0.0	3
HG00404	CHS	East_Asian	0.007968	18.0	0.0	1.0	0.0	3
HG00405	UNKNOWN	Other	0.008098	17.0	0.0	1.0	0.0	3
HG00406	CHS	East_Asian	0.010486	20.0	0.0	3.0	0.0	4
HG00407	CHS	East_Asian	0.005979	30.0	0.0	1.0	0.0	3
HG00408	UNKNOWN	Other	0.007558	26.0	0.0	4.0	0.0	3
HG00409	CHS	East_Asian	0.010416	14.0	2.0	0.0	2.0	4
HG00410	CHS	East_Asian	0.008082	20.0	0.0	0.0	0.0	3
HG00418	UNKNOWN	Other	0.006737	20.0	0.0	2.0	0.0	3
HG00419	CHS	East_Asian	0.007715	17.0	0.0	1.0	0.0	3
HG00420	UNKNOWN	Other	0.007568	19.0	0.0	1.0	0.0	3
HG00421	CHS	East_Asian	0.008526	14.0	0.0	0.0	0.0	3
HG00422	CHS	East_Asian	0.007149	18.0	1.0	1.0	0.5	3
HG00423	UNKNOWN	Other	0.007434	16.0	0.0	1.0	0.0	3
HG00427	UNKNOWN	Other	0.006021	17.0	0.0	2.0	0.0	3
HG00428	CHS	East_Asian	0.008991	23.0	1.0	0.0	1.0	4
HG00429	UNKNOWN	Other	0.006392	10.0	0.0	2.0	0.0	3
HG00436	CHS	East_Asian	0.009517	25.0	0.0	4.0	0.0	4
HG00437	CHS	East_Asian	0.005021	16.0	0.0	0.0	0.0	3
HG00438	UNKNOWN	Other	0.003032	15.0	0.0	3.0	0.0	2
HG00442	CHS	East_Asian	0.012092	16.0	0.0	2.0	0.0	4
HG00443	CHS	East_Asian	0.007997	16.0	0.0	0.0	0.0	3
HG00444	UNKNOWN	Other	0.008855	17.0	0.0	2.0	0.0	4
HG00445	CHS	East_Asian	0.008647	24.0	0.0	2.0	0.0	4
HG00446	CHS	East_Asian	0.00541	18.0	0.0	2.0	0.0	3
HG00447	UNKNOWN	Other	0.00836	23.0	0.0	1.0	0.0	3
HG00448	CHS	East_Asian	0.008081	11.0	0.0	1.0	0.0	3
HG00449	CHS	East_Asian	0.011666	20.0	1.0	1.0	0.5	4
HG00450	UNKNOWN	Other	0.007895	14.0	1.0	1.0	0.5	3
HG00451	CHS	East_Asian	0.006626	23.0	0.0	0.0	0.0	3
HG00452	CHS	East_Asian	0.00667	18.0	0.0	1.0	0.0	3
HG00453	UNKNOWN	Other	0.007843	12.0	0.0	1.0	0.0	3
HG00457	CHS	East_Asian	0.008172	27.0	0.0	1.0	0.0	3
HG00458	CHS	East_Asian	0.005449	13.0	0.0	0.0	0.0	3
HG00459	UNKNOWN	Other	0.00767	21.0	0.0	1.0	0.0	3
HG00463	CHS	East_Asian	0.011685	18.0	1.0	2.0	0.3333	4
HG00464	CHS	East_Asian	0.008155	12.0	0.0	0.0	0.0	3
HG00465	UNKNOWN	Other	0.003647	13.0	0.0	2.0	0.0	2
HG00472	CHS	East_Asian	0.007907	18.0	0.0	1.0	0.0	3
HG00473	CHS	East_Asian	0.021942	20.0	0.0	3.0	0.0	4
HG00474	UNKNOWN	Other	0.011014	20.0	0.0	2.0	0.0	4
HG00475	CHS	East_Asian	0.009195	21.0	0.0	1.0	0.0	4
HG00476	CHS	East_Asian	0.006181	18.0	0.0	3.0	0.0	3
HG00477	UNKNOWN	Other	0.005548	14.0	0.0	3.0	0.0	3
HG00478	CHS	East_Asian	0.010239	18.0	0.0	1.0	0.0	4
HG00479	CHS	East_Asian	0.008391	12.0	0.0	2.0	0.0	3
HG00480	UNKNOWN	Other	0.006644	16.0	0.0	2.0	0.0	3
HG00500	CHS	East_Asian	0.008296	15.0	1.0	0.0	1.0	3
HG00501	UNKNOWN	Other	0.004849	17.0	0.0	1.0	0.0	2
HG00502	UNKNOWN	Other	0.007767	13.0	0.0	0.0	0.0	3
HG00512	UNKNOWN	Other	0.004661	17.0	0.0	2.0	0.0	2
HG00513	CHS	East_Asian	0.009482	27.0	0.0	3.0	0.0	4
HG00514	UNKNOWN	Other	0.008614	25.0	0.0	2.0	0.0	4
HG00524	CHS	East_Asian	0.00528	23.0	0.0	1.0	0.0	3
HG00525	CHS	East_Asian	0.027674	26.0	1.0	0.0	1.0	4
HG00526	UNKNOWN	Other	0.006216	18.0	0.0	0.0	0.0	3
HG00530	CHS	East_Asian	0.008444	12.0	1.0	1.0	0.5	3
HG00531	CHS	East_Asian	0.006807	29.0	0.0	2.0	0.0	3
HG00532	UNKNOWN	Other	0.011533	14.0	1.0	2.0	0.3333	4
HG00533	CHS	East_Asian	0.007202	16.0	0.0	0.0	0.0	3
HG00534	CHS	East_Asian	0.007853	30.0	0.0	4.0	0.0	3
HG00535	UNKNOWN	Other	0.007908	14.0	0.0	2.0	0.0	3
HG00536	CHS	East_Asian	0.006863	10.0	0.0	0.0	0.0	3
HG00537	CHS	East_Asian	0.002792	17.0	0.0	2.0	0.0	2
HG00538	UNKNOWN	Other	0.002627	13.0	0.0	0.0	0.0	2
HG00542	CHS	East_Asian	0.002885	17.0	0.0	2.0	0.0	2
HG00543	CHS	East_Asian	0.00048	21.0	0.0	1.0	0.0	1
HG00544	UNKNOWN	Other	0.002776	12.0	0.0	0.0	0.0	2
HG00551	PUR	American	0.014951	26.0	1.0	1.0	0.5	4
HG00552	UNKNOWN	Other	0.006395	17.0	1.0	0.0	1.0	3
HG00553	PUR	American	0.010271	29.0	0.0	2.0	0.0	4
HG00554	PUR	American	0.007691	15.0	1.0	0.0	1.0	3
HG00555	UNKNOWN	Other	0.006824	23.0	1.0	2.0	0.3333	3
HG00556	CHS	East_Asian	0.00428	33.0	0.0	1.0	0.0	2
HG00557	CHS	East_Asian	0.003811	23.0	0.0	1.0	0.0	2
HG00558	UNKNOWN	Other	0.001788	20.0	0.0	1.0	0.0	1
HG00559	CHS	East_Asian	0.002509	28.0	0.0	2.0	0.0	2
HG00560	CHS	East_Asian	0.001825	24.0	0.0	1.0	0.0	1
HG00561	UNKNOWN	Other	0.002107	21.0	0.0	3.0	0.0	1
HG00565	CHS	East_Asian	0.002443	15.0	0.0	1.0	0.0	2
HG00566	CHS	East_Asian	0.003197	18.0	0.0	0.0	0.0	2
HG00567	UNKNOWN	Other	0.003219	14.0	0.0	1.0	0.0	2
HG00577	UNKNOWN	Other	0.001923	23.0	2.0	1.0	1.0	1
HG00578	UNKNOWN	Other	0.001355	18.0	1.0	2.0	0.3333	1
HG00579	UNKNOWN	Other	0.000902	16.0	0.0	1.0	0.0	1
HG00580	CHS	East_Asian	0.002765	23.0	0.0	2.0	0.0	2
HG00581	CHS	East_Asian	0.003033	21.0	1.0	2.0	0.3333	2
HG00582	UNKNOWN	Other	0.001088	22.0	1.0	2.0	0.3333	1
HG00583	CHS	East_Asian	0.002668	21.0	0.0	0.0	0.0	2
HG00584	CHS	East_Asian	0.001625	15.0	1.0	1.0	0.5	1
HG00585	UNKNOWN	Other	0.002749	13.0	1.0	0.0	1.0	2
HG00589	CHS	East_Asian	0.003881	10.0	0.0	0.0	0.0	2
HG00590	CHS	East_Asian	0.000845	15.0	0.0	2.0	0.0	1
HG00591	UNKNOWN	Other	0.002157	8.0	0.0	1.0	0.0	1
HG00592	CHS	East_Asian	0.003612	14.0	0.0	2.0	0.0	2
HG00593	CHS	East_Asian	0.001453	19.0	1.0	0.0	1.0	1
HG00594	UNKNOWN	Other	0.000826	12.0	1.0	1.0	0.5	1
HG00595	CHS	East_Asian	0.00046	18.0	1.0	0.0	1.0	1
HG00596	CHS	East_Asian	0.00156	21.0	1.0	1.0	0.5	1
HG00597	UNKNOWN	Other	0.002006	21.0	1.0	0.0	1.0	1
HG00598	CHS	East_Asian	0.002641	24.0	0.0	1.0	0.0	2
HG00599	CHS	East_Asian	0.000724	14.0	0.0	1.0	0.0	1
HG00607	CHS	East_Asian	0.000826	21.0	0.0	0.0	0.0	1
HG00608	CHS	East_Asian	0.000799	18.0	0.0	1.0	0.0	1
HG00609	UNKNOWN	Other	0.000503	14.0	0.0	0.0	0.0	1
HG00610	CHS	East_Asian	0.001061	25.0	0.0	1.0	0.0	1
HG00611	CHS	East_Asian	0.004877	21.0	0.0	2.0	0.0	2
HG00612	UNKNOWN	Other	0.000381	18.0	0.0	2.0	0.0	1
HG00613	CHS	East_Asian	0.002955	18.0	0.0	2.0	0.0	2
HG00614	CHS	East_Asian	0.000382	19.0	0.0	2.0	0.0	1
HG00615	UNKNOWN	Other	0.00385	23.0	0.0	2.0	0.0	2
HG00619	CHS	East_Asian	0.00171	8.0	0.0	0.0	0.0	1
HG00620	CHS	East_Asian	0.001152	15.0	0.0	1.0	0.0	1
HG00621	UNKNOWN	Other	0.001297	9.0	0.0	1.0	0.0	1
HG00622	CHS	East_Asian	0.004877	33.0	0.0	1.0	0.0	2
HG00623	CHS	East_Asian	0.00326	24.0	0.0	0.0	0.0	2
HG00625	CHS	East_Asian	0.004877	21.0	0.0	1.0	0.0	2
HG00626	CHS	East_Asian	0.001284	22.0	0.0	2.0	0.0	1
HG00627	UNKNOWN	Other	0.001503	18.0	0.0	1.0	0.0	1
HG00628	CHS	East_Asian	0.004877	19.0	0.0	0.0	0.0	2
HG00629	CHS	East_Asian	0.00042	17.0	1.0	1.0	0.5	1
HG00630	UNKNOWN	Other	0.001247	12.0	1.0	0.0	1.0	1
HG00631	CHS	East_Asian	0.004877	16.0	0.0	0.0	0.0	2
HG00632	CHS	East_Asian	0.000354	17.0	0.0	0.0	0.0	1
HG00634	CHS	East_Asian	0.000439	22.0	0.0	0.0	0.0	1
HG00635	UNKNOWN	Other	0.001154	27.0	1.0	1.0	0.5	1
HG00636	UNKNOWN	Other	0.001871	25.0	1.0	1.0	0.5	1
HG00637	PUR	American	0.006858	21.0	0.0	2.0	0.0	3
HG00638	PUR	American	0.009317	18.0	0.0	1.0	0.0	4
HG00639	UNKNOWN	Other	0.007636	18.0	0.0	1.0	0.0	3
HG00640	PUR	American	0.02286	17.0	1.0	0.0	1.0	4
HG00641	PUR	American	0.014973	13.0	0.0	1.0	0.0	4
HG00642	UNKNOWN	Other	0.007987	11.0	0.0	0.0	0.0	3
HG00650	CHS	East_Asian	0.000997	20.0	1.0	1.0	0.5	1
HG00651	CHS	East_Asian	0.000818	28.0	0.0	1.0	0.0	1
HG00652	UNKNOWN	Other	0.000803	17.0	1.0	2.0	0.3333	1
HG00653	CHS	East_Asian	0.000423	15.0	0.0	0.0	0.0	1
HG00654	CHS	East_Asian	0.000752	19.0	0.0	0.0	0.0	1
HG00655	UNKNOWN	Other	0.000847	24.0	0.0	0.0	0.0	1
HG00656	CHS	East_Asian	0.000834	19.0	0.0	0.0	0.0	1
HG00657	CHS	East_Asian	0.001818	18.0	0.0	2.0	0.0	1
HG00658	UNKNOWN	Other	0.004877	15.0	0.0	0.0	0.0	2
HG00662	CHS	East_Asian	0.000413	19.0	1.0	0.0	1.0	1
HG00663	CHS	East_Asian	0.000834	18.0	0.0	1.0	0.0	1
HG00664	UNKNOWN	Other	0.00149	16.0	0.0	1.0	0.0	1
HG00671	CHS	East_Asian	0.001406	20.0	0.0	5.0	0.0	1
HG00672	CHS	East_Asian	0.001639	22.0	0.0	3.0	0.0	1
HG00673	UNKNOWN	Other	0.004877	19.0	0.0	1.0	0.0	2
HG00674	CHS	East_Asian	0.004877	13.0	0.0	3.0	0.0	2
HG00675	CHS	East_Asian	0.001451	31.0	0.0	3.0	0.0	1
HG00683	CHS	East_Asian	0.002148	21.0	2.0	3.0	0.5	1
HG00684	CHS	East_Asian	0.00096	31.0	0.0	2.0	0.0	1
HG00685	UNKNOWN	Other	0.002	17.0	1.0	2.0	0.3333	1
HG00689	CHS	East_Asian	0.004877	23.0	0.0	4.0	0.0	2
HG00690	CHS	East_Asian	0.000363	16.0	0.0	1.0	0.0	1
HG00691	UNKNOWN	Other	0.001517	12.0	0.0	1.0	0.0	1
HG00692	CHS	East_Asian	0.001902	13.0	0.0	4.0	0.0	1
HG00693	CHS	East_Asian	0.004877	11.0	0.0	1.0	0.0	2
HG00694	UNKNOWN	Other	0.004877	13.0	0.0	3.0	0.0	2
HG00698	CHS	East_Asian	0.000456	28.0	0.0	1.0	0.0	1
HG00699	CHS	East_Asian	0.000808	20.0	0.0	1.0	0.0	1
HG00700	UNKNOWN	Other	0.004877	19.0	0.0	1.0	0.0	2
HG00701	CHS	East_Asian	0.001358	15.0	0.0	1.0	0.0	1
HG00702	UNKNOWN	Other	0.004877	19.0	0.0	0.0	0.0	2
HG00703	UNKNOWN	Other	0.002061	15.0	0.0	1.0	0.0	1
HG00704	CHS	East_Asian	0.004877	31.0	0.0	1.0	0.0	2
HG00705	CHS	East_Asian	0.001243	16.0	0.0	2.0	0.0	1
HG00706	UNKNOWN	Other	0.001423	12.0	0.0	2.0	0.0	1
HG00707	CHS	East_Asian	0.000553	17.0	0.0	0.0	0.0	1
HG00708	CHS	East_Asian	0.001221	16.0	1.0	0.0	1.0	1
HG00709	UNKNOWN	Other	0.001204	17.0	1.0	0.0	1.0	1
HG00717	CHS	East_Asian	0.000357	16.0	0.0	0.0	0.0	1
HG00728	CHS	East_Asian	0.001226	15.0	0.0	0.0	0.0	1
HG00729	CHS	East_Asian	0.000511	14.0	0.0	0.0	0.0	1
HG00731	PUR	American	0.010366	14.0	0.0	2.0	0.0	4
HG00732	PUR	American	0.019214	21.0	1.0	6.0	0.1429	4
HG00733	UNKNOWN	Other	0.019848	8.0	1.0	1.0	0.5	4
HG00734	PUR	American	0.023455	17.0	0.0	2.0	0.0	4
HG00735	UNKNOWN	Other	0.012382	12.0	0.0	0.0	0.0	4
HG00736	PUR	American	0.006293	28.0	0.0	0.0	0.0	3
HG00737	PUR	American	0.00686	7.0	0.0	0.0	0.0	3
HG00738	UNKNOWN	Other	0.007285	12.0	0.0	0.0	0.0	3
HG00739	PUR	American	0.006331	24.0	0.0	2.0	0.0	3
HG00740	PUR	American	0.008739	25.0	0.0	0.0	0.0	4
HG00741	UNKNOWN	Other	0.008386	16.0	0.0	1.0	0.0	3
HG00742	PUR	American	0.010165	15.0	0.0	1.0	0.0	4
HG00743	PUR	American	0.014004	19.0	0.0	1.0	0.0	4
HG00759	CDX	East_Asian	0.010501	17.0	0.0	1.0	0.0	4
HG00766	CDX	East_Asian	0.006835	22.0	0.0	1.0	0.0	3
HG00844	CDX	East_Asian	0.00689	20.0	0.0	1.0	0.0	3
HG00851	CDX	East_Asian	0.014774	23.0	0.0	2.0	0.0	4
HG00864	CDX	East_Asian	0.01001	21.0	0.0	0.0	0.0	4
HG00867	CDX	East_Asian	0.006389	15.0	0.0	2.0	0.0	3
HG00879	CDX	East_Asian	0.006625	18.0	1.0	0.0	1.0	3
HG00881	CDX	East_Asian	0.006464	24.0	0.0	0.0	0.0	3
HG00956	CDX	East_Asian	0.00775	29.0	1.0	4.0	0.2	3
HG00978	CDX	East_Asian	0.010076	19.0	1.0	1.0	0.5	4
HG00982	CDX	East_Asian	0.008844	22.0	0.0	1.0	0.0	4
HG01028	CDX	East_Asian	0.007626	29.0	0.0	1.0	0.0	3
HG01029	CDX	East_Asian	0.005884	18.0	0.0	1.0	0.0	3
HG01031	CDX	East_Asian	0.007234	17.0	0.0	0.0	0.0	3
